LAMMPS data file via write_data, version 29 Oct 2020, timestep = 1320013

22895 atoms
6 atom types

0.0 85.992 xlo xhi
0.0 78.826 ylo yhi
-42.996 64.494 zlo zhi

Masses

1 28.085
2 15.999
3 28.085
4 15.999
5 1.008
6 39.948

Atoms # atomic

425 2 0.5368768508 0.8940096042 -42.1032258529 0 0 0
910 2 0.9042150458 4.0836643946 -38.5214557374 0 0 0
1133 2 2.6940304986 3.182161383 -42.1042975466 0 0 0
1371 2 0.9015665469 2.375538203 -40.3162836325 0 0 0
1613 3 2.4727079303 2.1071178804 -41.0844305251 0 0 0
1834 4 3.0856755907 0.9480482109 -40.0833056866 0 0 0
2004 5 4.1174606264 5.0699588543 -41.0112813806 0 0 0
2088 5 2.4737388252 0.54395678 -39.4949702525 0 0 0
54 1 0.0074111267 3.4491127493 -39.4096045835 0 0 0
365 1 41.1895016267 5.5675861254 -41.199094505 0 0 0
535 2 42.0922995854 3.0191340305 -38.5177824976 0 0 0
813 2 42.3105243398 4.4738537702 -40.3164027722 0 0 0
1481 2 40.3129676935 4.6561789531 -42.0991033501 0 0 0
1668 3 40.7643990548 2.2478444461 -37.7794599742 0 0 0
1904 4 40.9504512064 0.6348018688 -38.0724995021 0 0 0
2016 5 40.5453936929 0.1453315879 -40.2966679676 0 1 0
11615 2 43.5328768508 0.8940096042 -42.1032258529 0 0 0
12100 2 43.9002150458 4.0836643946 -38.5214557374 0 0 0
12323 2 45.6900304986 3.182161383 -42.1042975466 0 0 0
12561 2 43.8975665469 2.375538203 -40.3162836325 0 0 0
12803 3 45.4687079303 2.1071178804 -41.0844305251 0 0 0
13024 4 46.0816755907 0.9480482109 -40.0833056866 0 0 0
13194 5 47.1134606264 5.0699588543 -41.0112813806 0 0 0
13278 5 45.4697388252 0.54395678 -39.4949702525 0 0 0
11244 1 43.0034111267 3.4491127493 -39.4096045835 0 0 0
11555 1 84.1855016267 5.5675861254 -41.199094505 0 0 0
11725 2 85.0882995854 3.0191340305 -38.5177824976 0 0 0
12003 2 85.3065243398 4.4738537702 -40.3164027722 0 0 0
12671 2 83.3089676935 4.6561789531 -42.0991033501 0 0 0
12858 3 83.7603990548 2.2478444461 -37.7794599742 0 0 0
13094 4 83.9464512064 0.6348018688 -38.0724995021 0 0 0
13206 5 83.5413936929 0.1453315879 -40.2966679676 0 1 0
251 1 1.7749651942 8.6269121081 -41.1838377169 0 0 0
437 2 0.8915793751 7.6011791302 -42.0917937265 0 0 0
733 2 2.6885306017 5.8962368947 -38.5191695457 0 0 0
1074 2 2.6823121581 8.1123650218 -40.3106489635 0 0 0
