# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 138 19044
205000 135 18225
210000 129 16641
215000 136 18496
220000 154 23716
225000 146 21316
230000 132 17424
235000 140 19600
240000 133 17689
245000 136 18496
250000 148 21904
255000 133 17689
260000 122 14884
265000 130 16900
270000 137 18769
275000 131 17161
280000 123 15129
285000 121 14641
290000 119 14161
295000 125 15625
300000 143 20449
305000 150 22500
310000 129 16641
315000 126 15876
320000 116 13456
325000 134 17956
330000 131 17161
335000 135 18225
340000 137 18769
345000 134 17956
350000 129 16641
355000 135 18225
360000 123 15129
365000 135 18225
370000 130 16900
375000 138 19044
380000 153 23409
385000 145 21025
390000 137 18769
395000 128 16384
400000 132 17424
405000 137 18769
410000 134 17956
415000 114 12996
420000 128 16384
425000 142 20164
430000 135 18225
435000 136 18496
440000 137 18769
445000 134 17956
450000 141 19881
455000 126 15876
460000 133 17689
465000 138 19044
470000 131 17161
475000 143 20449
480000 124 15376
485000 137 18769
490000 134 17956
495000 150 22500
500000 149 22201
505000 117 13689
510000 143 20449
515000 125 15625
520000 128 16384
525000 138 19044
530000 131 17161
535000 133 17689
540000 136 18496
545000 131 17161
550000 118 13924
555000 126 15876
560000 123 15129
565000 128 16384
570000 147 21609
575000 148 21904
580000 133 17689
585000 140 19600
590000 142 20164
595000 149 22201
600000 131 17161
605000 155 24025
610000 157 24649
615000 140 19600
620000 136 18496
625000 136 18496
630000 129 16641
635000 132 17424
640000 136 18496
645000 128 16384
650000 127 16129
655000 139 19321
660000 134 17956
665000 134 17956
670000 132 17424
675000 142 20164
680000 139 19321
685000 132 17424
690000 133 17689
695000 130 16900
700000 135 18225
705000 147 21609
710000 143 20449
715000 140 19600
720000 136 18496
725000 121 14641
730000 147 21609
735000 124 15376
740000 138 19044
745000 122 14884
750000 130 16900
755000 139 19321
760000 136 18496
765000 138 19044
770000 140 19600
775000 137 18769
780000 123 15129
785000 130 16900
790000 126 15876
795000 132 17424
800000 124 15376
805000 126 15876
810000 119 14161
815000 126 15876
820000 137 18769
825000 128 16384
830000 113 12769
835000 133 17689
840000 130 16900
845000 131 17161
850000 138 19044
855000 138 19044
860000 120 14400
865000 128 16384
870000 138 19044
875000 131 17161
880000 119 14161
885000 139 19321
890000 149 22201
895000 147 21609
900000 128 16384
905000 148 21904
910000 126 15876
915000 136 18496
920000 139 19321
925000 127 16129
930000 133 17689
935000 138 19044
940000 122 14884
945000 132 17424
950000 131 17161
955000 134 17956
960000 141 19881
965000 136 18496
970000 143 20449
975000 145 21025
980000 130 16900
985000 126 15876
990000 132 17424
995000 128 16384
1000000 143 20449
