# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 601 361201
205000 608 369664
210000 587 344569
215000 586 343396
220000 598 357604
225000 594 352836
230000 600 360000
235000 599 358801
240000 613 375769
245000 620 384400
250000 619 383161
255000 615 378225
260000 613 375769
265000 599 358801
270000 586 343396
275000 584 341056
280000 584 341056
285000 591 349281
290000 595 354025
295000 617 380689
300000 601 361201
305000 607 368449
310000 605 366025
315000 609 370881
320000 604 364816
325000 617 380689
330000 623 388129
335000 601 361201
340000 586 343396
345000 598 357604
350000 614 376996
355000 605 366025
360000 596 355216
365000 592 350464
370000 601 361201
375000 602 362404
380000 599 358801
385000 597 356409
390000 585 342225
395000 606 367236
400000 597 356409
405000 578 334084
410000 598 357604
415000 592 350464
420000 604 364816
425000 606 367236
430000 600 360000
435000 609 370881
440000 611 373321
445000 604 364816
450000 595 354025
455000 591 349281
460000 607 368449
465000 611 373321
470000 609 370881
475000 624 389376
480000 616 379456
485000 608 369664
490000 613 375769
495000 612 374544
500000 624 389376
505000 632 399424
510000 605 366025
515000 608 369664
520000 612 374544
525000 619 383161
530000 630 396900
535000 607 368449
540000 591 349281
545000 601 361201
550000 607 368449
555000 572 327184
560000 591 349281
565000 587 344569
570000 587 344569
575000 597 356409
580000 605 366025
585000 583 339889
590000 592 350464
595000 593 351649
600000 605 366025
605000 587 344569
610000 595 354025
615000 609 370881
620000 596 355216
625000 606 367236
630000 614 376996
635000 618 381924
640000 613 375769
645000 599 358801
650000 599 358801
655000 585 342225
660000 580 336400
665000 600 360000
670000 591 349281
675000 575 330625
680000 598 357604
685000 589 346921
690000 585 342225
695000 591 349281
700000 591 349281
705000 603 363609
710000 600 360000
715000 610 372100
720000 601 361201
725000 610 372100
730000 578 334084
735000 598 357604
740000 600 360000
745000 598 357604
750000 580 336400
755000 583 339889
760000 573 328329
765000 591 349281
770000 608 369664
775000 588 345744
780000 597 356409
785000 581 337561
790000 576 331776
795000 583 339889
800000 599 358801
805000 585 342225
810000 562 315844
815000 563 316969
820000 561 314721
825000 582 338724
830000 573 328329
835000 569 323761
840000 560 313600
845000 559 312481
850000 582 338724
855000 576 331776
860000 575 330625
865000 567 321489
870000 586 343396
875000 582 338724
880000 584 341056
885000 594 352836
890000 591 349281
895000 593 351649
900000 587 344569
905000 582 338724
910000 598 357604
915000 607 368449
920000 615 378225
925000 609 370881
930000 610 372100
935000 605 366025
940000 607 368449
945000 606 367236
950000 599 358801
955000 597 356409
960000 607 368449
965000 623 388129
970000 594 352836
975000 595 354025
980000 602 362404
985000 607 368449
990000 591 349281
995000 607 368449
1000000 592 350464
