# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 68 4624
205000 70 4900
210000 87 7569
215000 69 4761
220000 66 4356
225000 66 4356
230000 83 6889
235000 80 6400
240000 67 4489
245000 74 5476
250000 72 5184
255000 73 5329
260000 68 4624
265000 73 5329
270000 73 5329
275000 68 4624
280000 69 4761
285000 74 5476
290000 73 5329
295000 70 4900
300000 68 4624
305000 70 4900
310000 64 4096
315000 71 5041
320000 56 3136
325000 78 6084
330000 63 3969
335000 61 3721
340000 74 5476
345000 59 3481
350000 73 5329
355000 80 6400
360000 70 4900
365000 69 4761
370000 69 4761
375000 58 3364
380000 71 5041
385000 71 5041
390000 73 5329
395000 73 5329
400000 73 5329
405000 68 4624
410000 69 4761
415000 73 5329
420000 64 4096
425000 71 5041
430000 78 6084
435000 75 5625
440000 75 5625
445000 68 4624
450000 73 5329
455000 78 6084
460000 65 4225
465000 73 5329
470000 70 4900
475000 79 6241
480000 73 5329
485000 69 4761
490000 59 3481
495000 76 5776
500000 80 6400
505000 64 4096
510000 73 5329
515000 72 5184
520000 73 5329
525000 79 6241
530000 80 6400
535000 75 5625
540000 71 5041
545000 64 4096
550000 77 5929
555000 76 5776
560000 69 4761
565000 74 5476
570000 67 4489
575000 68 4624
580000 76 5776
585000 60 3600
590000 66 4356
595000 75 5625
600000 77 5929
605000 73 5329
610000 75 5625
615000 72 5184
620000 82 6724
625000 75 5625
630000 73 5329
635000 77 5929
640000 70 4900
645000 79 6241
650000 76 5776
655000 72 5184
660000 72 5184
665000 72 5184
670000 71 5041
675000 86 7396
680000 77 5929
685000 72 5184
690000 66 4356
695000 65 4225
700000 70 4900
705000 65 4225
710000 75 5625
715000 72 5184
720000 65 4225
725000 80 6400
730000 84 7056
735000 79 6241
740000 75 5625
745000 86 7396
750000 76 5776
755000 70 4900
760000 71 5041
765000 85 7225
770000 84 7056
775000 79 6241
780000 68 4624
785000 70 4900
790000 79 6241
795000 72 5184
800000 71 5041
805000 84 7056
810000 81 6561
815000 68 4624
820000 68 4624
825000 70 4900
830000 65 4225
835000 79 6241
840000 76 5776
845000 79 6241
850000 71 5041
855000 79 6241
860000 83 6889
865000 77 5929
870000 74 5476
875000 60 3600
880000 65 4225
885000 64 4096
890000 70 4900
895000 69 4761
900000 70 4900
905000 63 3969
910000 74 5476
915000 75 5625
920000 63 3969
925000 78 6084
930000 83 6889
935000 88 7744
940000 69 4761
945000 70 4900
950000 82 6724
955000 75 5625
960000 63 3969
965000 73 5329
970000 83 6889
975000 76 5776
980000 68 4624
985000 69 4761
990000 70 4900
995000 80 6400
1000000 70 4900
