# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 125 15625
205000 139 19321
210000 137 18769
215000 151 22801
220000 129 16641
225000 121 14641
230000 133 17689
235000 147 21609
240000 140 19600
245000 136 18496
250000 136 18496
255000 133 17689
260000 150 22500
265000 151 22801
270000 145 21025
275000 155 24025
280000 141 19881
285000 146 21316
290000 129 16641
295000 126 15876
300000 116 13456
305000 136 18496
310000 163 26569
315000 150 22500
320000 151 22801
325000 153 23409
330000 139 19321
335000 151 22801
340000 141 19881
345000 155 24025
350000 144 20736
355000 152 23104
360000 149 22201
365000 131 17161
370000 153 23409
375000 130 16900
380000 131 17161
385000 144 20736
390000 147 21609
395000 126 15876
400000 137 18769
405000 142 20164
410000 144 20736
415000 153 23409
420000 139 19321
425000 138 19044
430000 168 28224
435000 155 24025
440000 136 18496
445000 134 17956
450000 134 17956
455000 142 20164
460000 149 22201
465000 142 20164
470000 143 20449
475000 145 21025
480000 134 17956
485000 134 17956
490000 143 20449
495000 135 18225
500000 136 18496
505000 135 18225
510000 145 21025
515000 147 21609
520000 137 18769
525000 128 16384
530000 157 24649
535000 152 23104
540000 139 19321
545000 133 17689
550000 143 20449
555000 153 23409
560000 154 23716
565000 160 25600
570000 149 22201
575000 156 24336
580000 157 24649
585000 148 21904
590000 139 19321
595000 145 21025
600000 122 14884
605000 130 16900
610000 136 18496
615000 133 17689
620000 137 18769
625000 161 25921
630000 138 19044
635000 141 19881
640000 135 18225
645000 150 22500
650000 134 17956
655000 142 20164
660000 154 23716
665000 141 19881
670000 147 21609
675000 144 20736
680000 150 22500
685000 142 20164
690000 149 22201
695000 151 22801
700000 146 21316
705000 149 22201
710000 148 21904
715000 136 18496
720000 129 16641
725000 144 20736
730000 142 20164
735000 127 16129
740000 128 16384
745000 127 16129
750000 140 19600
755000 133 17689
760000 141 19881
765000 147 21609
770000 142 20164
775000 146 21316
780000 145 21025
785000 152 23104
790000 135 18225
795000 120 14400
800000 124 15376
805000 149 22201
810000 139 19321
815000 154 23716
820000 136 18496
825000 129 16641
830000 133 17689
835000 132 17424
840000 116 13456
845000 124 15376
850000 131 17161
855000 154 23716
860000 135 18225
865000 120 14400
870000 134 17956
875000 147 21609
880000 134 17956
885000 124 15376
890000 125 15625
895000 136 18496
900000 130 16900
905000 151 22801
910000 140 19600
915000 137 18769
920000 135 18225
925000 140 19600
930000 145 21025
935000 150 22500
940000 138 19044
945000 154 23716
950000 126 15876
955000 148 21904
960000 143 20449
965000 132 17424
970000 139 19321
975000 143 20449
980000 125 15625
985000 135 18225
990000 133 17689
995000 122 14884
1000000 125 15625
