# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 956 913936
205000 967 935089
210000 985 970225
215000 1001 1.002e+06
220000 990 980100
225000 986 972196
230000 978 956484
235000 994 988036
240000 1014 1.0282e+06
245000 998 996004
250000 1008 1.01606e+06
255000 993 986049
260000 983 966289
265000 951 904401
270000 966 933156
275000 980 960400
280000 977 954529
285000 965 931225
290000 986 972196
295000 990 980100
300000 990 980100
305000 972 944784
310000 999 998001
315000 970 940900
320000 965 931225
325000 964 929296
330000 954 910116
335000 968 937024
340000 976 952576
345000 977 954529
350000 972 944784
355000 988 976144
360000 993 986049
365000 1012 1.02414e+06
370000 985 970225
375000 970 940900
380000 984 968256
385000 1018 1.03632e+06
390000 1014 1.0282e+06
395000 1016 1.03226e+06
400000 1012 1.02414e+06
405000 1001 1.002e+06
410000 994 988036
415000 991 982081
420000 988 976144
425000 985 970225
430000 998 996004
435000 1005 1.01002e+06
440000 1012 1.02414e+06
445000 1009 1.01808e+06
450000 986 972196
455000 988 976144
460000 977 954529
465000 982 964324
470000 985 970225
475000 991 982081
480000 987 974169
485000 996 992016
490000 994 988036
495000 1003 1.00601e+06
500000 974 948676
505000 977 954529
510000 987 974169
515000 958 917764
520000 979 958441
525000 978 956484
530000 969 938961
535000 983 966289
540000 985 970225
545000 1002 1.004e+06
550000 1014 1.0282e+06
555000 1012 1.02414e+06
560000 1016 1.03226e+06
565000 999 998001
570000 996 992016
575000 970 940900
580000 987 974169
585000 988 976144
590000 956 913936
595000 953 908209
600000 1003 1.00601e+06
605000 1008 1.01606e+06
610000 995 990025
615000 999 998001
620000 1027 1.05473e+06
625000 1032 1.06502e+06
630000 1019 1.03836e+06
635000 1022 1.04448e+06
640000 1023 1.04653e+06
645000 1011 1.02212e+06
650000 1030 1.0609e+06
655000 998 996004
660000 996 992016
665000 1004 1.00802e+06
670000 990 980100
675000 984 968256
680000 978 956484
685000 969 938961
690000 971 942841
695000 972 944784
700000 982 964324
705000 988 976144
710000 986 972196
715000 991 982081
720000 992 984064
725000 1018 1.03632e+06
730000 992 984064
735000 1007 1.01405e+06
740000 984 968256
745000 983 966289
750000 965 931225
755000 945 893025
760000 964 929296
765000 1009 1.01808e+06
770000 1022 1.04448e+06
775000 1029 1.05884e+06
780000 1018 1.03632e+06
785000 992 984064
790000 977 954529
795000 966 933156
800000 958 917764
805000 966 933156
810000 956 913936
815000 963 927369
820000 984 968256
825000 979 958441
830000 1020 1.0404e+06
835000 1008 1.01606e+06
840000 1015 1.03022e+06
845000 1003 1.00601e+06
850000 1010 1.0201e+06
855000 1017 1.03429e+06
860000 1008 1.01606e+06
865000 1010 1.0201e+06
870000 1018 1.03632e+06
875000 1008 1.01606e+06
880000 1000 1e+06
885000 991 982081
890000 1012 1.02414e+06
895000 989 978121
900000 991 982081
905000 974 948676
910000 985 970225
915000 1010 1.0201e+06
920000 1037 1.07537e+06
925000 1024 1.04858e+06
930000 1017 1.03429e+06
935000 981 962361
940000 993 986049
945000 1013 1.02617e+06
950000 1015 1.03022e+06
955000 999 998001
960000 991 982081
965000 994 988036
970000 994 988036
975000 967 935089
980000 963 927369
985000 987 974169
990000 954 910116
995000 996 992016
1000000 991 982081
