# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 365 133225
205000 363 131769
210000 381 145161
215000 380 144400
220000 388 150544
225000 391 152881
230000 390 152100
235000 375 140625
240000 378 142884
245000 386 148996
250000 376 141376
255000 383 146689
260000 354 125316
265000 351 123201
270000 367 134689
275000 382 145924
280000 362 131044
285000 361 130321
290000 363 131769
295000 376 141376
300000 373 139129
305000 361 130321
310000 368 135424
315000 366 133956
320000 380 144400
325000 377 142129
330000 367 134689
335000 387 149769
340000 365 133225
345000 348 121104
350000 348 121104
355000 365 133225
360000 363 131769
365000 362 131044
370000 373 139129
375000 383 146689
380000 403 162409
385000 385 148225
390000 387 149769
395000 357 127449
400000 350 122500
405000 361 130321
410000 368 135424
415000 371 137641
420000 376 141376
425000 380 144400
430000 391 152881
435000 397 157609
440000 391 152881
445000 377 142129
450000 384 147456
455000 395 156025
460000 392 153664
465000 398 158404
470000 388 150544
475000 375 140625
480000 380 144400
485000 366 133956
490000 376 141376
495000 372 138384
500000 367 134689
505000 379 143641
510000 384 147456
515000 394 155236
520000 383 146689
525000 384 147456
530000 379 143641
535000 373 139129
540000 381 145161
545000 363 131769
550000 359 128881
555000 356 126736
560000 379 143641
565000 391 152881
570000 396 156816
575000 393 154449
580000 385 148225
585000 386 148996
590000 370 136900
595000 386 148996
600000 389 151321
605000 370 136900
610000 365 133225
615000 395 156025
620000 403 162409
625000 389 151321
630000 392 153664
635000 395 156025
640000 363 131769
645000 396 156816
650000 410 168100
655000 394 155236
660000 395 156025
665000 387 149769
670000 371 137641
675000 406 164836
680000 380 144400
685000 392 153664
690000 382 145924
695000 383 146689
700000 399 159201
705000 379 143641
710000 379 143641
715000 392 153664
720000 394 155236
725000 392 153664
730000 375 140625
735000 391 152881
740000 384 147456
745000 406 164836
750000 370 136900
755000 374 139876
760000 375 140625
765000 380 144400
770000 371 137641
775000 377 142129
780000 377 142129
785000 348 121104
790000 357 127449
795000 359 128881
800000 369 136161
805000 373 139129
810000 393 154449
815000 395 156025
820000 367 134689
825000 368 135424
830000 370 136900
835000 365 133225
840000 373 139129
845000 365 133225
850000 377 142129
855000 380 144400
860000 357 127449
865000 369 136161
870000 366 133956
875000 383 146689
880000 388 150544
885000 401 160801
890000 396 156816
895000 397 157609
900000 374 139876
905000 384 147456
910000 395 156025
915000 382 145924
920000 391 152881
925000 386 148996
930000 396 156816
935000 392 153664
940000 393 154449
945000 389 151321
950000 386 148996
955000 376 141376
960000 363 131769
965000 354 125316
970000 361 130321
975000 380 144400
980000 390 152100
985000 400 160000
990000 386 148996
995000 395 156025
1000000 395 156025
