# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 50 2500
205000 41 1681
210000 51 2601
215000 51 2601
220000 51 2601
225000 48 2304
230000 40 1600
235000 36 1296
240000 48 2304
245000 50 2500
250000 51 2601
255000 57 3249
260000 49 2401
265000 52 2704
270000 50 2500
275000 58 3364
280000 53 2809
285000 55 3025
290000 47 2209
295000 50 2500
300000 48 2304
305000 50 2500
310000 48 2304
315000 43 1849
320000 45 2025
325000 48 2304
330000 46 2116
335000 47 2209
340000 46 2116
345000 50 2500
350000 54 2916
355000 45 2025
360000 47 2209
365000 41 1681
370000 47 2209
375000 44 1936
380000 39 1521
385000 45 2025
390000 38 1444
395000 43 1849
400000 38 1444
405000 46 2116
410000 46 2116
415000 36 1296
420000 50 2500
425000 46 2116
430000 39 1521
435000 50 2500
440000 47 2209
445000 39 1521
450000 59 3481
455000 50 2500
460000 47 2209
465000 49 2401
470000 46 2116
475000 48 2304
480000 50 2500
485000 48 2304
490000 50 2500
495000 51 2601
500000 48 2304
505000 43 1849
510000 52 2704
515000 49 2401
520000 50 2500
525000 55 3025
530000 52 2704
535000 52 2704
540000 51 2601
545000 54 2916
550000 44 1936
555000 43 1849
560000 44 1936
565000 48 2304
570000 48 2304
575000 50 2500
580000 48 2304
585000 40 1600
590000 42 1764
595000 51 2601
600000 42 1764
605000 39 1521
610000 50 2500
615000 51 2601
620000 46 2116
625000 46 2116
630000 44 1936
635000 53 2809
640000 40 1600
645000 43 1849
650000 47 2209
655000 51 2601
660000 49 2401
665000 49 2401
670000 41 1681
675000 57 3249
680000 44 1936
685000 44 1936
690000 51 2601
695000 40 1600
700000 50 2500
705000 46 2116
710000 57 3249
715000 48 2304
720000 43 1849
725000 49 2401
730000 55 3025
735000 55 3025
740000 52 2704
745000 51 2601
750000 47 2209
755000 48 2304
760000 46 2116
765000 48 2304
770000 51 2601
775000 46 2116
780000 52 2704
785000 47 2209
790000 46 2116
795000 50 2500
800000 50 2500
805000 45 2025
810000 45 2025
815000 39 1521
820000 46 2116
825000 50 2500
830000 50 2500
835000 42 1764
840000 45 2025
845000 41 1681
850000 54 2916
855000 46 2116
860000 56 3136
865000 48 2304
870000 53 2809
875000 46 2116
880000 53 2809
885000 50 2500
890000 37 1369
895000 47 2209
900000 50 2500
905000 41 1681
910000 40 1600
915000 39 1521
920000 44 1936
925000 41 1681
930000 47 2209
935000 43 1849
940000 46 2116
945000 46 2116
950000 50 2500
955000 46 2116
960000 42 1764
965000 46 2116
970000 48 2304
975000 51 2601
980000 44 1936
985000 54 2916
990000 49 2401
995000 44 1936
1000000 47 2209
