# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 73 5329
205000 82 6724
210000 67 4489
215000 81 6561
220000 77 5929
225000 74 5476
230000 93 8649
235000 89 7921
240000 88 7744
245000 88 7744
250000 69 4761
255000 69 4761
260000 74 5476
265000 85 7225
270000 85 7225
275000 88 7744
280000 83 6889
285000 83 6889
290000 85 7225
295000 82 6724
300000 82 6724
305000 70 4900
310000 85 7225
315000 84 7056
320000 85 7225
325000 81 6561
330000 84 7056
335000 83 6889
340000 94 8836
345000 92 8464
350000 76 5776
355000 85 7225
360000 82 6724
365000 85 7225
370000 89 7921
375000 91 8281
380000 78 6084
385000 67 4489
390000 83 6889
395000 77 5929
400000 86 7396
405000 77 5929
410000 77 5929
415000 81 6561
420000 91 8281
425000 86 7396
430000 74 5476
435000 76 5776
440000 77 5929
445000 72 5184
450000 84 7056
455000 89 7921
460000 88 7744
465000 88 7744
470000 67 4489
475000 80 6400
480000 86 7396
485000 85 7225
490000 78 6084
495000 72 5184
500000 70 4900
505000 74 5476
510000 75 5625
515000 84 7056
520000 73 5329
525000 92 8464
530000 89 7921
535000 85 7225
540000 85 7225
545000 90 8100
550000 86 7396
555000 71 5041
560000 81 6561
565000 86 7396
570000 90 8100
575000 89 7921
580000 87 7569
585000 89 7921
590000 89 7921
595000 84 7056
600000 85 7225
605000 86 7396
610000 79 6241
615000 79 6241
620000 73 5329
625000 78 6084
630000 94 8836
635000 90 8100
640000 81 6561
645000 73 5329
650000 76 5776
655000 71 5041
660000 78 6084
665000 80 6400
670000 78 6084
675000 76 5776
680000 80 6400
685000 83 6889
690000 80 6400
695000 73 5329
700000 85 7225
705000 77 5929
710000 83 6889
715000 89 7921
720000 81 6561
725000 73 5329
730000 79 6241
735000 94 8836
740000 81 6561
745000 85 7225
750000 77 5929
755000 78 6084
760000 72 5184
765000 75 5625
770000 86 7396
775000 76 5776
780000 83 6889
785000 79 6241
790000 83 6889
795000 87 7569
800000 84 7056
805000 70 4900
810000 84 7056
815000 77 5929
820000 89 7921
825000 91 8281
830000 78 6084
835000 73 5329
840000 68 4624
845000 86 7396
850000 78 6084
855000 75 5625
860000 85 7225
865000 78 6084
870000 84 7056
875000 73 5329
880000 74 5476
885000 83 6889
890000 84 7056
895000 89 7921
900000 92 8464
905000 102 10404
910000 88 7744
915000 83 6889
920000 83 6889
925000 89 7921
930000 78 6084
935000 86 7396
940000 85 7225
945000 76 5776
950000 89 7921
955000 83 6889
960000 65 4225
965000 75 5625
970000 80 6400
975000 90 8100
980000 86 7396
985000 90 8100
990000 83 6889
995000 88 7744
1000000 91 8281
