# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 147 21609
205000 141 19881
210000 150 22500
215000 152 23104
220000 148 21904
225000 149 22201
230000 128 16384
235000 127 16129
240000 135 18225
245000 136 18496
250000 149 22201
255000 145 21025
260000 140 19600
265000 135 18225
270000 131 17161
275000 157 24649
280000 145 21025
285000 144 20736
290000 152 23104
295000 157 24649
300000 137 18769
305000 138 19044
310000 135 18225
315000 150 22500
320000 149 22201
325000 139 19321
330000 135 18225
335000 154 23716
340000 139 19321
345000 141 19881
350000 148 21904
355000 138 19044
360000 136 18496
365000 127 16129
370000 149 22201
375000 135 18225
380000 131 17161
385000 132 17424
390000 138 19044
395000 134 17956
400000 133 17689
405000 153 23409
410000 150 22500
415000 163 26569
420000 141 19881
425000 157 24649
430000 138 19044
435000 138 19044
440000 126 15876
445000 123 15129
450000 132 17424
455000 151 22801
460000 149 22201
465000 146 21316
470000 137 18769
475000 135 18225
480000 137 18769
485000 133 17689
490000 143 20449
495000 152 23104
500000 144 20736
505000 146 21316
510000 138 19044
515000 137 18769
520000 129 16641
525000 134 17956
530000 139 19321
535000 142 20164
540000 146 21316
545000 134 17956
550000 144 20736
555000 145 21025
560000 157 24649
565000 144 20736
570000 139 19321
575000 132 17424
580000 120 14400
585000 134 17956
590000 146 21316
595000 141 19881
600000 143 20449
605000 153 23409
610000 148 21904
615000 146 21316
620000 144 20736
625000 151 22801
630000 148 21904
635000 129 16641
640000 133 17689
645000 142 20164
650000 133 17689
655000 142 20164
660000 133 17689
665000 142 20164
670000 131 17161
675000 140 19600
680000 149 22201
685000 152 23104
690000 150 22500
695000 138 19044
700000 132 17424
705000 139 19321
710000 147 21609
715000 149 22201
720000 141 19881
725000 144 20736
730000 122 14884
735000 132 17424
740000 142 20164
745000 147 21609
750000 138 19044
755000 157 24649
760000 154 23716
765000 151 22801
770000 146 21316
775000 154 23716
780000 148 21904
785000 144 20736
790000 139 19321
795000 142 20164
800000 141 19881
805000 137 18769
810000 127 16129
815000 144 20736
820000 150 22500
825000 148 21904
830000 146 21316
835000 132 17424
840000 128 16384
845000 147 21609
850000 157 24649
855000 159 25281
860000 153 23409
865000 148 21904
870000 148 21904
875000 161 25921
880000 127 16129
885000 142 20164
890000 136 18496
895000 128 16384
900000 147 21609
905000 151 22801
910000 139 19321
915000 143 20449
920000 125 15625
925000 144 20736
930000 137 18769
935000 140 19600
940000 151 22801
945000 123 15129
950000 116 13456
955000 120 14400
960000 137 18769
965000 139 19321
970000 142 20164
975000 147 21609
980000 143 20449
985000 143 20449
990000 145 21025
995000 148 21904
1000000 134 17956
