# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 303 91809
205000 308 94864
210000 309 95481
215000 311 96721
220000 303 91809
225000 309 95481
230000 311 96721
235000 324 104976
240000 315 99225
245000 332 110224
250000 315 99225
255000 322 103684
260000 323 104329
265000 307 94249
270000 307 94249
275000 292 85264
280000 306 93636
285000 304 92416
290000 296 87616
295000 310 96100
300000 310 96100
305000 299 89401
310000 297 88209
315000 322 103684
320000 321 103041
325000 321 103041
330000 334 111556
335000 316 99856
340000 307 94249
345000 304 92416
350000 301 90601
355000 289 83521
360000 281 78961
365000 260 67600
370000 279 77841
375000 291 84681
380000 279 77841
385000 286 81796
390000 293 85849
395000 292 85264
400000 310 96100
405000 313 97969
410000 308 94864
415000 301 90601
420000 305 93025
425000 305 93025
430000 301 90601
435000 301 90601
440000 302 91204
445000 310 96100
450000 298 88804
455000 313 97969
460000 288 82944
465000 263 69169
470000 266 70756
475000 270 72900
480000 278 77284
485000 290 84100
490000 292 85264
495000 302 91204
500000 285 81225
505000 298 88804
510000 291 84681
515000 318 101124
520000 298 88804
525000 295 87025
530000 277 76729
535000 282 79524
540000 285 81225
545000 295 87025
550000 303 91809
555000 290 84100
560000 300 90000
565000 306 93636
570000 316 99856
575000 328 107584
580000 321 103041
585000 287 82369
590000 314 98596
595000 314 98596
600000 319 101761
605000 306 93636
610000 277 76729
615000 273 74529
620000 287 82369
625000 289 83521
630000 278 77284
635000 281 78961
640000 285 81225
645000 295 87025
650000 287 82369
655000 273 74529
660000 287 82369
665000 298 88804
670000 303 91809
675000 285 81225
680000 281 78961
685000 285 81225
690000 300 90000
695000 283 80089
700000 308 94864
705000 310 96100
710000 304 92416
715000 297 88209
720000 301 90601
725000 311 96721
730000 310 96100
735000 308 94864
740000 298 88804
745000 311 96721
750000 310 96100
755000 288 82944
760000 293 85849
765000 288 82944
770000 304 92416
775000 283 80089
780000 302 91204
785000 314 98596
790000 289 83521
795000 294 86436
800000 284 80656
805000 295 87025
810000 284 80656
815000 286 81796
820000 283 80089
825000 286 81796
830000 282 79524
835000 288 82944
840000 290 84100
845000 301 90601
850000 315 99225
855000 326 106276
860000 319 101761
865000 328 107584
870000 329 108241
875000 314 98596
880000 294 86436
885000 307 94249
890000 290 84100
895000 302 91204
900000 312 97344
905000 305 93025
910000 291 84681
915000 282 79524
920000 277 76729
925000 288 82944
930000 283 80089
935000 287 82369
940000 271 73441
945000 262 68644
950000 285 81225
955000 313 97969
960000 318 101124
965000 310 96100
970000 293 85849
975000 297 88209
980000 288 82944
985000 319 101761
990000 311 96721
995000 298 88804
1000000 304 92416
