# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 689 474721
205000 679 461041
210000 692 478864
215000 669 447561
220000 654 427716
225000 659 434281
230000 639 408321
235000 633 400689
240000 653 426409
245000 679 461041
250000 678 459684
255000 673 452929
260000 673 452929
265000 695 483025
270000 698 487204
275000 685 469225
280000 685 469225
285000 691 477481
290000 698 487204
295000 698 487204
300000 684 467856
305000 690 476100
310000 666 443556
315000 670 448900
320000 666 443556
325000 667 444889
330000 705 497025
335000 705 497025
340000 701 491401
345000 704 495616
350000 682 465124
355000 683 466489
360000 676 456976
365000 669 447561
370000 659 434281
375000 670 448900
380000 655 429025
385000 673 452929
390000 693 480249
395000 696 484416
400000 698 487204
405000 708 501264
410000 713 508369
415000 693 480249
420000 691 477481
425000 686 470596
430000 674 454276
435000 671 450241
440000 657 431649
445000 685 469225
450000 697 485809
455000 696 484416
460000 681 463761
465000 675 455625
470000 690 476100
475000 670 448900
480000 686 470596
485000 695 483025
490000 689 474721
495000 689 474721
500000 687 471969
505000 691 477481
510000 685 469225
515000 691 477481
520000 664 440896
525000 678 459684
530000 665 442225
535000 671 450241
540000 676 456976
545000 684 467856
550000 655 429025
555000 676 456976
560000 674 454276
565000 678 459684
570000 649 421201
575000 656 430336
580000 640 409600
585000 681 463761
590000 663 439569
595000 643 413449
600000 655 429025
605000 688 473344
610000 673 452929
615000 672 451584
620000 667 444889
625000 682 465124
630000 692 478864
635000 691 477481
640000 682 465124
645000 676 456976
650000 678 459684
655000 673 452929
660000 661 436921
665000 664 440896
670000 677 458329
675000 642 412164
680000 661 436921
685000 675 455625
690000 661 436921
695000 664 440896
700000 665 442225
705000 695 483025
710000 682 465124
715000 685 469225
720000 680 462400
725000 670 448900
730000 691 477481
735000 682 465124
740000 671 450241
745000 655 429025
750000 687 471969
755000 700 490000
760000 673 452929
765000 682 465124
770000 683 466489
775000 684 467856
780000 694 481636
785000 688 473344
790000 696 484416
795000 699 488601
800000 697 485809
805000 712 506944
810000 714 509796
815000 702 492804
820000 700 490000
825000 696 484416
830000 677 458329
835000 670 448900
840000 676 456976
845000 684 467856
850000 678 459684
855000 676 456976
860000 699 488601
865000 698 487204
870000 719 516961
875000 718 515524
880000 700 490000
885000 699 488601
890000 691 477481
895000 684 467856
900000 668 446224
905000 691 477481
910000 687 471969
915000 702 492804
920000 697 485809
925000 688 473344
930000 677 458329
935000 687 471969
940000 687 471969
945000 653 426409
950000 660 435600
955000 669 447561
960000 668 446224
965000 680 462400
970000 691 477481
975000 676 456976
980000 690 476100
985000 684 467856
990000 691 477481
995000 686 470596
1000000 675 455625
