#Q I_ArAr I_ArO1 I_ArSi2 I_ArO2  I_ArSi1  I_ArH I_rest I_tot S_ArAr S_ArO1 S_ArSi2 S_ArO2 S_ArSi1 S_ArH S_rest S_total
6.5200 1.85659721e-07 -1.97959607e-10 2.70071033e-09 -1.48538753e-08 -1.75622730e-10 1.79421849e-09 1.73308596e-07 1.74927192e-07 9.88787824e-01 -1.66319515e-04 6.93364077e-03 -2.33426787e-02 -3.56695591e-04 4.39164611e-03 9.72212467e-01 9.76247417e-01
6.5300 1.85705926e-07 -1.33928386e-09 2.99709994e-09 -1.48844011e-08 5.77386155e-10 1.67263885e-09 1.72479341e-07 1.74729366e-07 9.89037045e-01 -1.12388027e-03 7.69227338e-03 -2.33939102e-02 1.19539204e-03 4.09587408e-03 9.72211528e-01 9.77502794e-01
6.5400 1.85785337e-07 -2.56524465e-09 3.16075174e-09 -1.45552968e-08 1.13832422e-09 1.30775172e-09 1.71825547e-07 1.74271623e-07 9.89461499e-01 -2.15222190e-03 8.10984743e-03 -2.28795004e-02 2.35085533e-03 3.20495901e-03 9.72539624e-01 9.78095438e-01
6.5500 1.85890584e-07 -3.76923761e-09 3.17866657e-09 -1.40041386e-08 1.44803662e-09 8.09835462e-10 1.71295875e-07 1.73553747e-07 9.90022166e-01 -3.16168646e-03 8.15328287e-03 -2.20150349e-02 2.98825581e-03 1.98835984e-03 9.72998728e-01 9.77975343e-01
6.5600 1.86008876e-07 -4.81070956e-09 3.06360090e-09 -1.34202688e-08 1.51918930e-09 3.09299945e-10 1.70841499e-07 1.72669988e-07 9.90651408e-01 -4.03422907e-03 7.85555759e-03 -2.10977201e-02 3.13427760e-03 7.64811659e-04 9.73375016e-01 9.77274105e-01
6.5700 1.86125427e-07 -5.56476004e-09 2.84861519e-09 -1.29981573e-08 1.43229003e-09 -7.84179048e-11 1.70411125e-07 1.71764997e-07 9.91271016e-01 -4.66505825e-03 7.30168042e-03 -2.04331821e-02 2.95535051e-03 -1.83470739e-04 9.73474456e-01 9.76246336e-01
6.5800 1.86227101e-07 -5.96563852e-09 2.57970988e-09 -1.28908479e-08 1.31092659e-09 -2.81479600e-10 1.69950325e-07 1.70979772e-07 9.91811413e-01 -4.99913363e-03 6.60978892e-03 -2.02623105e-02 2.70646000e-03 -6.80765568e-04 9.73159758e-01 9.75185453e-01
6.5900 1.86305389e-07 -6.02790907e-09 2.30865661e-09 -1.31750407e-08 1.28326877e-09 -2.86605381e-10 1.69411096e-07 1.70407759e-07 9.92227373e-01 -5.04890809e-03 5.91277198e-03 -2.07062935e-02 2.65171775e-03 -6.94425397e-04 9.72384943e-01 9.74342235e-01
6.6000 1.86358064e-07 -5.83788757e-09 2.08710658e-09 -1.38361073e-08 1.44152685e-09 -1.37257386e-10 1.68771176e-07 1.70075445e-07 9.92506848e-01 -4.88711280e-03 5.34317860e-03 -2.17429119e-02 2.98081847e-03 -3.30458983e-04 9.71220002e-01 9.73870362e-01
6.6100 1.86389256e-07 -5.51934387e-09 1.96190020e-09 -1.47761384e-08 1.81200131e-09 8.33700169e-11 1.68055674e-07 1.69951045e-07 9.92671451e-01 -4.61793675e-03 5.02120288e-03 -2.32189975e-02 3.74741894e-03 2.08015368e-04 9.69855720e-01 9.73811154e-01
6.6200 1.86408048e-07 -5.18709179e-09 1.97075584e-09 -1.58422497e-08 2.34518395e-09 2.78979017e-10 1.67349462e-07 1.69973625e-07 9.92769196e-01 -4.33803265e-03 5.04362690e-03 -2.48947480e-02 4.84890069e-03 6.85822613e-04 9.68580042e-01 9.74114765e-01
6.6300 1.86426076e-07 -4.90640728e-09 2.13751371e-09 -1.68672744e-08 2.92906446e-09 3.68616856e-10 1.66789908e-07 1.70087589e-07 9.92861912e-01 -4.10240613e-03 5.47160735e-03 -2.65075662e-02 6.05396259e-03 9.05228877e-04 9.67723547e-01 9.74682738e-01
6.6400 1.86454774e-07 -4.67371254e-09 2.46684605e-09 -1.77119197e-08 3.42143057e-09 3.09180974e-10 1.66535988e-07 1.70266600e-07 9.93010717e-01 -3.90815000e-03 6.31708643e-03 -2.78382885e-02 7.06930810e-03 7.60914563e-04 9.67581365e-01 9.75411588e-01
6.6500 1.86502940e-07 -4.42569421e-09 2.93946806e-09 -1.82972752e-08 3.69097756e-09 1.06347620e-10 1.66719438e-07 1.70516763e-07 9.93263060e-01 -3.70205130e-03 7.53049375e-03 -2.87623408e-02 7.62440092e-03 2.66661262e-04 9.68329161e-01 9.76220223e-01
6.6600 1.86575129e-07 -4.07315007e-09 3.50984096e-09 -1.86193206e-08 3.65444718e-09 -1.88227118e-10 1.67392499e-07 1.70858719e-07 9.93644089e-01 -3.40897790e-03 8.99485837e-03 -2.92726776e-02 7.54794415e-03 -4.51496680e-04 9.69957292e-01 9.77053739e-01
6.6700 1.86671171e-07 -3.54644779e-09 4.10860466e-09 -1.87421130e-08 3.29862509e-09 -4.91809124e-10 1.68491215e-07 1.71298031e-07 9.94153821e-01 -2.97005088e-03 1.05320749e-02 -2.94692507e-02 6.81308580e-03 -1.19167764e-03 9.72246595e-01 9.77868003e-01
6.6800 1.86786763e-07 -2.83498931e-09 4.65120827e-09 -1.87722979e-08 2.68122256e-09 -7.12943886e-10 1.69830684e-07 1.71798963e-07 9.94770038e-01 -2.37583286e-03 1.19250840e-02 -2.95191157e-02 5.53908687e-03 -1.73075418e-03 9.74800173e-01 9.78608506e-01
6.6900 1.86914873e-07 -2.00511112e-09 5.05250289e-09 -1.88228221e-08 1.91162359e-09 -7.75092284e-10 1.71139443e-07 1.72275974e-07 9.95455530e-01 -1.68145740e-03 1.29553493e-02 -2.95995188e-02 3.95152807e-03 -1.88205500e-03 9.77129903e-01 9.79199376e-01
6.7000 1.87047518e-07 -1.18862249e-09 5.24490342e-09 -1.89767144e-08 1.11880096e-09 -6.35578819e-10 1.72127085e-07 1.72610307e-07 9.96167446e-01 -9.97132418e-04 1.34494750e-02 -2.98410093e-02 2.31614869e-03 -1.54159699e-03 9.78778779e-01 9.79553331e-01
6.7100 1.87177446e-07 -5.44841086e-10 5.19585853e-09 -1.92616081e-08 4.17290954e-10 -2.95587860e-10 1.72566855e-07 1.72688558e-07 9.96866269e-01 -4.56385050e-04 1.33240209e-02 -3.02873493e-02 8.68773180e-04 -7.12440952e-04 9.79446556e-01 9.79602888e-01
6.7200 1.87299327e-07 -2.08688354e-10 4.91954670e-09 -1.96423127e-08 -1.18123833e-10 2.00488751e-10 1.72367873e-07 1.72450238e-07 9.97522363e-01 -1.72558460e-04 1.26154758e-02 -3.08837203e-02 -2.36745261e-04 4.96957362e-04 9.79081560e-01 9.79341773e-01
6.7300 1.87410251e-07 -2.42714830e-10 4.47843679e-09 -2.00331661e-08 -4.62158129e-10 7.75382758e-10 1.71612807e-07 1.71926031e-07 9.98118878e-01 -1.98536375e-04 1.14842089e-02 -3.14959831e-02 -9.48459932e-04 1.89801448e-03 9.77908567e-01 9.78858122e-01
6.7400 1.87509506e-07 -6.10000072e-10 3.97263390e-09 -2.03258008e-08 -6.32152362e-10 1.33589824e-09 1.70546339e-07 1.71250085e-07 9.98650917e-01 -5.03914276e-04 1.01870834e-02 -3.19541723e-02 -1.30205233e-03 3.26341478e-03 9.76379914e-01 9.78341276e-01
6.7500 1.87597844e-07 -1.17808274e-09 3.51825746e-09 -2.04232459e-08 -6.69258724e-10 1.79231240e-09 1.69514773e-07 1.70637826e-07 9.99121862e-01 -9.78160384e-04 9.02195243e-03 -3.21059977e-02 -1.38201624e-03 4.37445488e-03 9.75059656e-01 9.78052095e-01
6.7600 1.87676528e-07 -1.75380565e-09 3.21952749e-09 -2.02694678e-08 -6.15967119e-10 2.07602655e-09 1.68872782e-07 1.70332842e-07 9.99538446e-01 -1.45970728e-03 8.25604806e-03 -3.18632538e-02 -1.27539327e-03 5.06407961e-03 9.74471533e-01 9.78260219e-01
6.7700 1.87746515e-07 -2.13872616e-09 3.14167484e-09 -1.98651348e-08 -4.98624320e-10 2.15210060e-09 1.68884328e-07 1.70537805e-07 9.99906363e-01 -1.78233155e-03 8.05652255e-03 -3.12266608e-02 -1.03588071e-03 5.24740216e-03 9.74953893e-01 9.79165415e-01
6.7800 1.87808032e-07 -2.18795879e-09 3.29234711e-09 -1.92650526e-08 -3.20832882e-10 2.02465507e-09 1.69647368e-07 1.71351190e-07 1.00022788e+00 -1.82447796e-03 8.44281372e-03 -3.02819613e-02 -6.70401817e-04 4.93480592e-03 9.76564255e-01 9.80828659e-01
6.7900 1.87860698e-07 -1.85415294e-09 3.61747202e-09 -1.85588241e-08 -6.89460657e-11 1.73461875e-09 1.71065193e-07 1.72730865e-07 1.00050218e+00 -1.54618777e-03 9.27610680e-03 -2.91696784e-02 -1.50588089e-04 4.22637543e-03 9.79062422e-01 9.83138210e-01
6.8000 1.87904107e-07 -1.20301085e-09 4.01386482e-09 -1.78418147e-08 2.73844576e-10 1.35065279e-09 1.72873146e-07 1.74497644e-07 1.00072823e+00 -1.00221190e-03 1.02917344e-02 -2.80396182e-02 5.58099555e-04 3.28970229e-03 9.81978132e-01 9.85825934e-01
6.8100 1.87938681e-07 -3.95653120e-10 4.35617846e-09 -1.71865775e-08 7.11349593e-10 9.55136756e-10 1.74712629e-07 1.76379115e-07 1.00090904e+00 -3.27339141e-04 1.11683326e-02 -2.70060365e-02 1.46308030e-03 2.32567823e-03 9.84744000e-01 9.88532759e-01
6.8200 1.87966455e-07 3.56706433e-10 4.53144213e-09 -1.66244676e-08 1.22298658e-09 6.27806119e-10 1.76230136e-07 1.78080928e-07 1.00105579e+00 3.01519745e-04 1.16164157e-02 -2.61187331e-02 2.52128188e-03 1.52859562e-03 9.86854990e-01 9.90904867e-01
6.8300 1.87991484e-07 8.52116266e-10 4.47176963e-09 -1.61433748e-08 1.76168769e-09 4.29975014e-10 1.77171995e-07 1.79363658e-07 1.00118990e+00 7.15066850e-04 1.14622148e-02 -2.53593913e-02 3.63500676e-03 1.04770611e-03 9.88007792e-01 9.92690505e-01
6.8400 1.88019637e-07 9.53808143e-10 4.17577251e-09 -1.57016550e-08 2.26181035e-09 3.92244591e-10 1.77447563e-07 1.80101618e-07 1.00134212e+00 7.98535740e-04 1.07025169e-02 -2.46633124e-02 4.66842475e-03 9.57300115e-04 9.88179861e-01 9.93805586e-01
6.8500 1.88057731e-07 6.26756445e-10 3.71197053e-09 -1.52524791e-08 2.65396425e-09 5.08142923e-10 1.77143979e-07 1.80306086e-07 1.00154802e+00 5.22425148e-04 9.51332581e-03 -2.39574992e-02 5.47827195e-03 1.24125874e-03 9.87626275e-01 9.94345806e-01
6.8600 1.88112153e-07 -5.49023578e-11 3.20239093e-09 -1.47690294e-08 2.88138407e-09 7.35231397e-10 1.76490612e-07 1.80107227e-07 1.00184089e+00 -5.11831883e-05 8.20773035e-03 -2.32000974e-02 5.94764444e-03 1.79580852e-03 9.86797336e-01 9.94540789e-01
6.8700 1.88187303e-07 -9.30674187e-10 2.79023234e-09 -1.42606340e-08 2.91244848e-09 1.00388144e-09 1.75786227e-07 1.79702557e-07 1.00224355e+00 -7.87670137e-04 7.15293953e-03 -2.24056610e-02 6.01174559e-03 2.45096688e-03 9.86203154e-01 9.94665867e-01
6.8800 1.88284283e-07 -1.79925680e-09 2.60027093e-09 -1.37732071e-08 2.74596861e-09 1.23234065e-09 1.75312090e-07 1.79290399e-07 1.00276149e+00 -1.51804832e-03 6.66874712e-03 -2.16458495e-02 5.66864696e-03 3.00730550e-03 9.86266342e-01 9.94942294e-01
6.8900 1.88400217e-07 -2.47336738e-09 2.70312422e-09 -1.33731541e-08 2.40892151e-09 1.34517921e-09 1.75256820e-07 1.79010921e-07 1.00337930e+00 -2.08497524e-03 6.93592760e-03 -2.10242266e-02 4.97443979e-03 3.28093651e-03 9.87206025e-01 9.95461402e-01
6.9000 1.88528483e-07 -2.82849035e-09 3.09373523e-09 -1.31201399e-08 1.94902166e-09 1.29113685e-09 1.75673588e-07 1.78913746e-07 1.00406177e+00 -2.38372125e-03 7.94112438e-03 -2.06336284e-02 4.02776601e-03 3.14701788e-03 9.88985546e-01 9.96160330e-01
6.9100 1.88659852e-07 -2.83264134e-09 3.69060313e-09 -1.30385832e-08 1.42578854e-09 1.05615231e-09 1.76479231e-07 1.78961172e-07 1.00475999e+00 -2.38724087e-03 9.47494777e-03 -2.05115531e-02 2.95131596e-03 2.57149650e-03 9.91336146e-01 9.96858959e-01
6.9200 1.88784347e-07 -2.55006747e-09 4.35641467e-09 -1.30987416e-08 9.03179632e-10 6.68164256e-10 1.77491953e-07 1.79063297e-07 1.00542110e+00 -2.14937014e-03 1.11849423e-02 -2.06106025e-02 1.87664544e-03 1.62277546e-03 9.93846074e-01 9.97345495e-01
6.9300 1.88893364e-07 -2.11918620e-09 4.93452173e-09 -1.32153425e-08 4.44882887e-10 1.92058532e-10 1.78493357e-07 1.79130298e-07 1.00599956e+00 -1.78636835e-03 1.26691673e-02 -2.07964341e-02 9.34561679e-04 4.59349201e-04 9.96085928e-01 9.97479839e-01
6.9400 1.88981545e-07 -1.71192571e-09 5.29101503e-09 -1.32658081e-08 1.11097595e-10 -2.84470643e-10 1.79294827e-07 1.79121454e-07 1.00646708e+00 -1.44279261e-03 1.35841030e-02 -2.08764233e-02 2.48632884e-04 -7.04714516e-04 9.97731966e-01 9.97275885e-01
6.9500 1.89047930e-07 -1.48619187e-09 5.35040001e-09 -1.31232483e-08 -4.56969915e-11 -6.70989031e-10 1.79788889e-07 1.79072203e-07 1.00681870e+00 -1.25154406e-03 1.37361280e-02 -2.06514500e-02 -7.33805960e-05 -1.64874173e-03 9.98651833e-01 9.96929711e-01
6.9600 1.89096059e-07 -1.54440798e-09 5.11466216e-09 -1.26939597e-08 1.18965949e-11 -8.95460235e-10 1.79972353e-07 1.79088789e-07 1.00707340e+00 -1.29897049e-03 1.31303898e-02 -1.99747102e-02 4.54129400e-05 -2.19701081e-03 9.98930109e-01 9.96778511e-01
6.9700 1.89133026e-07 -1.90883775e-09 4.66033119e-09 -1.19471482e-08 2.95629061e-10 -9.21116321e-10 1.79937371e-07 1.79311884e-07 1.00726901e+00 -1.60404761e-03 1.19632528e-02 -1.87982887e-02 6.29301303e-04 -2.25988590e-03 9.98829923e-01 9.97199339e-01
6.9800 1.89167701e-07 -2.51947429e-09 4.11460095e-09 -1.09267838e-08 7.80571048e-10 -7.54691187e-10 1.79836044e-07 1.79861924e-07 1.00745274e+00 -2.11652779e-03 1.05610431e-02 -1.71916733e-02 1.62718785e-03 -1.85387008e-03 9.98705578e-01 9.98478896e-01
6.9900 1.89208586e-07 -3.25405350e-09 3.61770923e-09 -9.74122750e-09 1.39852661e-09 -4.43853022e-10 1.79831015e-07 1.80785688e-07 1.00766980e+00 -2.73371018e-03 9.28356463e-03 -1.53253952e-02 2.89891403e-03 -1.09530859e-03 9.98894255e-01 1.00069786e+00
7.0000 1.89261862e-07 -3.96388188e-09 3.28277676e-09 -8.53362842e-09 2.04108462e-09 -6.45312429e-11 1.80047128e-07 1.82023681e-07 1.00795296e+00 -3.33054291e-03 8.42110467e-03 -1.34245144e-02 4.22142075e-03 -1.69448163e-04 9.99619011e-01 1.00367098e+00
