#Q I_ArAr I_ArO1 I_ArSi2 I_ArO2  I_ArSi1  I_ArH I_rest I_tot S_ArAr S_ArO1 S_ArSi2 S_ArO2 S_ArSi1 S_ArH S_rest S_total
1.1000 1.30669692e-07 3.06438507e-07 -2.80658798e-07 -4.72871688e-07 1.78894994e-07 2.21009601e-07 -3.16422287e-07 8.34823085e-08 6.97303885e-01 2.56760031e-01 -7.20669860e-01 -7.44025460e-01 3.69851068e-01 5.39751809e-01 -5.10631403e-01 3.98971473e-01
1.1100 1.20508294e-07 2.33398600e-07 -2.44887766e-07 -4.23186384e-07 1.40104916e-07 1.99343900e-07 -3.14167256e-07 2.52815602e-08 6.43103296e-01 1.95516450e-01 -6.28811035e-01 -6.65832888e-01 2.89638206e-01 4.86821980e-01 -4.56024177e-01 3.20436009e-01
1.1200 1.10768175e-07 1.33904991e-07 -2.10854125e-07 -3.72355857e-07 9.17073346e-08 1.74103245e-07 -3.38536815e-07 -7.27262351e-08 5.91152447e-01 1.12105197e-01 -5.41413202e-01 -5.85839131e-01 1.89566148e-01 4.25163492e-01 -4.23994689e-01 1.90734951e-01
1.1300 1.03524026e-07 2.41112225e-08 -1.83317103e-07 -3.28769244e-07 3.96992132e-08 1.49529525e-07 -3.84451099e-07 -1.95222361e-07 5.52512114e-01 2.00710508e-02 -4.70699962e-01 -5.17246827e-01 8.20360022e-02 3.65138531e-01 -4.15363624e-01 3.18109091e-02
1.1400 1.00123942e-07 -7.39052886e-08 -1.65150911e-07 -2.99502972e-07 -7.47629851e-09 1.30179232e-07 -4.38435230e-07 -3.15732297e-07 5.34369657e-01 -6.20777484e-02 -4.24053492e-01 -4.71192193e-01 -1.54947891e-02 3.17876091e-01 -4.22953777e-01 -1.20572476e-01
1.1500 1.00895361e-07 -1.37590551e-07 -1.56597224e-07 -2.88187015e-07 -4.08629649e-08 1.19508450e-07 -4.81479429e-07 -4.02833943e-07 5.38471454e-01 -1.15436929e-01 -4.02094638e-01 -4.53387393e-01 -8.45097988e-02 2.91816194e-01 -4.32447506e-01 -2.25141110e-01
1.1600 1.05158417e-07 -1.50781726e-07 -1.55379858e-07 -2.93876843e-07 -5.35803692e-08 1.18761554e-07 -4.94880009e-07 -4.29698824e-07 5.61193946e-01 -1.26463034e-01 -3.98977475e-01 -4.62345643e-01 -1.10786239e-01 2.89996309e-01 -4.26592207e-01 -2.47382136e-01
1.1700 1.11514650e-07 -1.09519390e-07 -1.57651221e-07 -3.11399089e-07 -4.31575610e-08 1.26593118e-07 -4.67055050e-07 -3.83619493e-07 5.95082305e-01 -9.18442159e-02 -4.04820072e-01 -4.89925384e-01 -8.92191657e-02 3.09128626e-01 -3.91507367e-01 -1.71597906e-01
1.1800 1.18299379e-07 -2.44596152e-08 -1.59425257e-07 -3.33094222e-07 -1.27134110e-08 1.39569840e-07 -3.98679715e-07 -2.71823286e-07 6.31261555e-01 -2.05199590e-02 -4.09384676e-01 -5.24072664e-01 -2.62607904e-02 3.40826478e-01 -3.22715744e-01 -8.15005669e-03
1.1900 1.24049028e-07 8.13596656e-08 -1.57966767e-07 -3.51357749e-07 2.95467732e-08 1.53364984e-07 -3.03915823e-07 -1.21004066e-07 6.61927543e-01 6.81934959e-02 -4.05645844e-01 -5.52819946e-01 6.11214228e-02 3.74521771e-01 -2.28344752e-01 2.07298443e-01
1.2000 1.27847565e-07 1.78977847e-07 -1.52625016e-07 -3.61083573e-07 7.24614138e-08 1.64202252e-07 -2.06883176e-07 2.97804892e-08 6.82193800e-01 1.50019036e-01 -3.91931405e-01 -5.68130892e-01 1.49849694e-01 4.00991304e-01 -1.27849460e-01 4.22991537e-01
1.2100 1.29469476e-07 2.42184398e-07 -1.44814088e-07 -3.61150900e-07 1.05026826e-07 1.70024493e-07 -1.34311113e-07 1.40740206e-07 6.90854124e-01 2.02988772e-01 -3.71872166e-01 -5.68240172e-01 2.17174652e-01 4.15210849e-01 -4.62694431e-02 5.86116058e-01
1.2200 1.29308750e-07 2.55498268e-07 -1.37170756e-07 -3.54451746e-07 1.19489651e-07 1.70980560e-07 -1.06815486e-07 1.83654725e-07 6.90004783e-01 2.14131606e-01 -3.52239406e-01 -5.57696982e-01 2.47068481e-01 4.17543953e-01 -5.79999867e-03 6.58812435e-01
1.2300 1.28149006e-07 2.18708688e-07 -1.32236177e-07 -3.46491872e-07 1.13407967e-07 1.69089579e-07 -1.31870356e-07 1.50627189e-07 6.83820006e-01 1.83277515e-01 -3.39559504e-01 -5.45163912e-01 2.34485345e-01 4.12921881e-01 -1.76258946e-02 6.29781331e-01
1.2400 1.26868997e-07 1.46405326e-07 -1.31189598e-07 -3.43111455e-07 9.00269572e-08 1.67250443e-07 -2.01026730e-07 5.62506699e-08 6.76982831e-01 1.22661520e-01 -3.36862070e-01 -5.39830756e-01 1.86137078e-01 4.08424594e-01 -7.70484750e-02 5.17513197e-01
1.2500 1.26181382e-07 6.26799168e-08 -1.33141256e-07 -3.48173716e-07 5.68966513e-08 1.67997970e-07 -2.92453674e-07 -6.75590524e-08 6.73293002e-01 5.24808035e-02 -3.41863993e-01 -5.47777782e-01 1.17634633e-01 4.10243151e-01 -1.63867970e-01 3.64009814e-01
1.2600 1.26474877e-07 -7.13127769e-09 -1.35276643e-07 -3.62054369e-07 2.32532684e-08 1.72481382e-07 -3.77987413e-07 -1.82252763e-07 6.74825491e-01 -6.02759137e-03 -3.47339673e-01 -5.69598828e-01 4.80738297e-02 4.21185066e-01 -2.48140601e-01 2.21118294e-01
1.2700 1.27784522e-07 -4.47916619e-08 -1.33817672e-07 -3.81447225e-07 -2.92040470e-09 1.80034368e-07 -4.32272037e-07 -2.55158073e-07 6.81771484e-01 -3.75805024e-02 -3.43588916e-01 -6.00095040e-01 -6.04196370e-03 4.39624310e-01 -2.99492975e-01 1.34089371e-01
1.2800 1.29869667e-07 -4.47574291e-08 -1.25452086e-07 -4.00507771e-07 -1.71792559e-08 1.88466546e-07 -4.40847618e-07 -2.69560329e-07 6.92853237e-01 -3.75355111e-02 -3.22107226e-01 -6.30073587e-01 -3.55237890e-02 4.60212953e-01 -2.96863088e-01 1.27826077e-01
1.2900 1.32349506e-07 -1.52197434e-08 -1.08698950e-07 -4.12873854e-07 -1.95475836e-08 1.94929271e-07 -4.04443042e-07 -2.29061354e-07 7.06045630e-01 -1.27628156e-02 -2.79091972e-01 -6.49526355e-01 -4.04227223e-02 4.75995298e-01 -2.35335512e-01 2.00237064e-01
1.3000 1.34839109e-07 2.55637796e-08 -8.46932962e-08 -4.13806923e-07 -1.39049626e-08 1.96999949e-07 -3.38097331e-07 -1.55002344e-07 7.19300452e-01 2.14311558e-02 -2.17457119e-01 -6.50998407e-01 -2.87597034e-02 4.81055586e-01 -1.27723917e-01 3.24571966e-01
1.3100 1.37043134e-07 5.61723885e-08 -5.70800873e-08 -4.01689056e-07 -6.17082292e-09 1.93563833e-07 -2.65553621e-07 -7.81606107e-08 7.31045368e-01 4.70908067e-02 -1.46560973e-01 -6.31943136e-01 -1.27721779e-02 4.72671231e-01 -3.67934087e-04 4.59531119e-01
1.3200 1.38790751e-07 5.96355959e-08 -3.10286041e-08 -3.78381132e-07 -2.01271054e-09 1.85169095e-07 -2.10983389e-07 -2.78270043e-08 7.40369912e-01 4.99927332e-02 -7.96754902e-02 -5.95285927e-01 -4.17640070e-03 4.52179911e-01 1.15401227e-01 5.63404737e-01
1.3300 1.40021739e-07 2.91160898e-08 -1.16941529e-08 -3.48384509e-07 -4.90272815e-09 1.73746251e-07 -1.90940833e-07 -2.20973102e-08 7.46951504e-01 2.44082461e-02 -3.00365589e-02 -5.48105672e-01 -1.01498406e-02 4.24294554e-01 1.93217518e-01 6.07362232e-01
1.3400 1.40749977e-07 -3.01668426e-08 -2.64964794e-09 -3.17184437e-07 -1.51510761e-08 1.61830504e-07 -2.09250951e-07 -6.25715231e-08 7.50861223e-01 -2.52855743e-02 -6.81701267e-03 -4.99029120e-01 -3.13336620e-02 3.95204595e-01 2.19729516e-01 5.83600449e-01
1.3500 1.41032061e-07 -1.03200815e-07 -4.81626075e-09 -2.89427751e-07 -3.01475626e-08 1.51610198e-07 -2.56412766e-07 -1.34950130e-07 7.52397012e-01 -8.65040749e-02 -1.23811447e-02 -4.55364567e-01 -6.23323215e-02 3.70252627e-01 1.98147225e-01 5.06067530e-01
1.3600 1.40957400e-07 -1.70595673e-07 -1.62414736e-08 -2.67606606e-07 -4.55996743e-08 1.44178573e-07 -3.13486353e-07 -2.14907454e-07 7.52031360e-01 -1.42994511e-01 -4.17150636e-02 -4.21031561e-01 -9.42730485e-02 3.52107437e-01 1.46290223e-01 4.04124612e-01
1.3700 1.40658882e-07 -2.15110208e-07 -3.27739527e-08 -2.51689180e-07 -5.72304856e-08 1.39273443e-07 -3.58914458e-07 -2.76871501e-07 7.50468631e-01 -1.80306429e-01 -8.41596907e-02 -3.95980180e-01 -1.18315601e-01 3.40128406e-01 9.00223312e-02 3.11835137e-01
1.3800 1.40328733e-07 -2.27022690e-07 -4.93777186e-08 -2.39755096e-07 -6.22964077e-08 1.35590291e-07 -3.75826772e-07 -3.02532889e-07 7.48729970e-01 -1.90292475e-01 -1.26785106e-01 -3.77190630e-01 -1.28789338e-01 3.31129976e-01 5.44617591e-02 2.56802397e-01
1.3900 1.40219048e-07 -2.06650550e-07 -6.16224887e-08 -2.29307912e-07 -6.04187055e-08 1.31527416e-07 -3.57361904e-07 -2.86253193e-07 7.48156538e-01 -1.73219541e-01 -1.58217075e-01 -3.60737725e-01 -1.24911641e-01 3.21201042e-01 5.59821963e-02 2.52271598e-01
1.4000 1.40612747e-07 -1.63433474e-07 -6.68517758e-08 -2.18694079e-07 -5.35213798e-08 1.26054254e-07 -3.08366581e-07 -2.35833707e-07 7.50255023e-01 -1.36999679e-01 -1.71636043e-01 -3.44022622e-01 -1.10659165e-01 3.07825100e-01 9.75966787e-02 2.94762613e-01
1.4100 1.41765090e-07 -1.12206416e-07 -6.46704697e-08 -2.08042736e-07 -4.50060320e-08 1.19347976e-07 -2.43154532e-07 -1.68812589e-07 7.56386192e-01 -9.40661482e-02 -1.66028745e-01 -3.27250690e-01 -9.30621262e-02 2.91434617e-01 1.69040609e-01 3.67413100e-01
1.4200 1.43831764e-07 -6.81718545e-08 -5.66511651e-08 -1.99350563e-07 -3.85447743e-08 1.12933961e-07 -1.80341819e-07 -1.05952632e-07 7.67381743e-01 -5.71597202e-02 -1.45433895e-01 -3.13564471e-01 -7.97094031e-02 2.75754091e-01 2.51223657e-01 4.47268345e-01
1.4300 1.46809609e-07 -4.23570708e-08 -4.54359413e-08 -1.95683444e-07 -3.69540970e-08 1.09256296e-07 -1.36666848e-07 -6.43646489e-08 7.83228220e-01 -3.55218364e-02 -1.16635730e-01 -3.07787481e-01 -7.64212800e-02 2.66751459e-01 3.23283172e-01 5.13613351e-01
1.4400 1.50515418e-07 -3.89767750e-08 -3.36077248e-08 -1.99816278e-07 -4.15163680e-08 1.10822173e-07 -1.21885360e-07 -5.25795547e-08 8.02953624e-01 -3.26847526e-02 -8.62660989e-02 -3.14284442e-01 -8.58475892e-02 2.70549170e-01 3.69718331e-01 5.54419913e-01
1.4500 1.54616762e-07 -5.53098038e-08 -2.27567581e-08 -2.12851900e-07 -5.18995594e-08 1.19227631e-07 -1.36301700e-07 -6.89736278e-08 8.24790947e-01 -4.63685652e-02 -5.84076312e-02 -3.34788952e-01 -1.07302285e-01 2.91045497e-01 3.85225799e-01 5.68969011e-01
1.4600 1.58710507e-07 -8.37749968e-08 -1.30631478e-08 -2.33370369e-07 -6.65864488e-08 1.34421794e-07 -1.71498006e-07 -1.03662661e-07 8.46595714e-01 -7.02209859e-02 -3.35220869e-02 -3.67065701e-01 -1.37650768e-01 3.28118098e-01 3.75786941e-01 5.66254270e-01
1.4700 1.62426805e-07 -1.15192852e-07 -3.50296058e-09 -2.57461570e-07 -8.35556878e-08 1.54485950e-07 -2.13730577e-07 -1.42800315e-07 8.66399334e-01 -9.65504961e-02 -8.97972469e-03 -4.04962322e-01 -1.72717380e-01 3.77084503e-01 3.55906791e-01 5.60273914e-01
1.4800 1.65525876e-07 -1.41964120e-07 7.45330159e-09 -2.79665408e-07 -1.00913731e-07 1.76023541e-07 -2.48650350e-07 -1.73540540e-07 8.82924200e-01 -1.18989617e-01 1.91471616e-02 -4.39888860e-01 -2.08590919e-01 4.29654049e-01 3.43192885e-01 5.64256015e-01
1.4900 1.67956039e-07 -1.60116838e-07 2.09565769e-08 -2.94508740e-07 -1.17257665e-07 1.95043686e-07 -2.65712962e-07 -1.87926940e-07 8.95892802e-01 -1.34209828e-01 5.38141286e-02 -4.63235739e-01 -2.42373754e-01 4.76084678e-01 3.52261364e-01 5.85972288e-01
1.5000 1.69854162e-07 -1.69726672e-07 3.70684223e-08 -2.98109912e-07 -1.31704178e-07 2.08050681e-07 -2.60914000e-07 -1.84567497e-07 9.06030496e-01 -1.42273473e-01 9.51795179e-02 -4.68897750e-01 -2.72240959e-01 5.07842617e-01 3.90038791e-01 6.25640449e-01
1.5100 1.71489257e-07 -1.73857280e-07 5.44994355e-08 -2.89297275e-07 -1.43675329e-07 2.12984091e-07 -2.37165862e-07 -1.67857100e-07 9.14765787e-01 -1.45745798e-01 1.39932893e-01 -4.55033182e-01 -2.96997124e-01 5.19897293e-01 4.53919700e-01 6.76819869e-01
1.5200 1.73169244e-07 -1.76654530e-07 7.08926666e-08 -2.69862008e-07 -1.52622458e-07 2.09709582e-07 -2.02454628e-07 -1.45367504e-07 9.23734695e-01 -1.48098349e-01 1.82022751e-01 -4.24461004e-01 -3.15505839e-01 5.11919509e-01 5.33198094e-01 7.29611763e-01
1.5300 1.75142913e-07 -1.81409282e-07 8.35416220e-08 -2.43870928e-07 -1.57865382e-07 1.99916648e-07 -1.66595674e-07 -1.24544408e-07 9.34259540e-01 -1.52086336e-01 2.14500035e-01 -3.83579318e-01 -3.26357970e-01 4.88031798e-01 6.13093921e-01 7.74767750e-01
1.5400 1.77529510e-07 -1.89262487e-07 9.02768483e-08 -2.16289446e-07 -1.58638631e-07 1.86478877e-07 -1.37745575e-07 -1.09905329e-07 9.46974577e-01 -1.58664325e-01 2.31794417e-01 -3.40198835e-01 -3.27968156e-01 4.55246799e-01 6.79905834e-01 8.07184478e-01
1.5500 1.80297231e-07 -1.98871008e-07 9.02034712e-08 -1.91393438e-07 -1.54317274e-07 1.72505350e-07 -1.19763743e-07 -1.01575667e-07 9.61711732e-01 -1.66706760e-01 2.31607892e-01 -3.01044590e-01 -3.19042508e-01 4.21151803e-01 7.25568274e-01 8.27677569e-01
1.5600 1.83293654e-07 -2.06953787e-07 8.40368829e-08 -1.71504315e-07 -1.44699711e-07 1.60400799e-07 -1.11127566e-07 -9.54264777e-08 9.77662350e-01 -1.73465765e-01 2.15776644e-01 -2.69766438e-01 -2.99163726e-01 3.91614825e-01 7.50206791e-01 8.42657890e-01
1.5700 1.86312504e-07 -2.09354674e-07 7.39344532e-08 -1.56451269e-07 -1.30195799e-07 1.51231132e-07 -1.05558986e-07 -8.45236539e-08 9.93731995e-01 -1.75461360e-01 1.89839011e-01 -2.46093674e-01 -2.69180026e-01 3.69236206e-01 7.62015973e-01 8.62072153e-01
1.5800 1.89169149e-07 -2.02175539e-07 6.28981573e-08 -1.43901185e-07 -1.11815073e-07 1.44572986e-07 -9.40094181e-08 -6.12515045e-08 1.00894138e+00 -1.69430175e-01 1.61501872e-01 -2.26354645e-01 -2.31180345e-01 3.52981802e-01 7.74658434e-01 8.96459891e-01
1.5900 1.91755946e-07 -1.82640105e-07 5.39615694e-08 -1.30397262e-07 -9.09459891e-08 1.38856488e-07 -6.73198515e-08 -1.94093526e-08 1.02272000e+00 -1.53048385e-01 1.38553452e-01 -2.05111073e-01 -1.88037229e-01 3.39019973e-01 8.03113993e-01 9.54096737e-01
1.6000 1.94058250e-07 -1.49556883e-07 4.94287396e-08 -1.12716819e-07 -6.90159552e-08 1.32049398e-07 -1.87867121e-08 4.42467307e-08 1.03499053e+00 -1.25318880e-01 1.26909335e-01 -1.77294195e-01 -1.42703207e-01 3.22391681e-01 8.59286791e-01 1.03897526e+00
1.6100 1.96128511e-07 -1.03443329e-07 5.03902052e-08 -8.90727383e-08 -4.71768933e-08 1.22431747e-07 5.40026497e-08 1.29257503e-07 1.04603060e+00 -8.66749819e-02 1.29369926e-01 -1.40094542e-01 -9.75601755e-02 2.98901122e-01 9.48631001e-01 1.14997195e+00
1.6200 1.98032937e-07 -4.64649860e-08 5.66267581e-08 -5.97629677e-08 -2.61473605e-08 1.09201391e-07 1.48431741e-07 2.31485772e-07 1.05618908e+00 -3.89296663e-02 1.45373327e-01 -9.39831542e-02 -5.40928087e-02 2.66593334e-01 1.06864959e+00 1.28115012e+00
1.6300 1.99796156e-07 1.76903797e-08 6.68726090e-08 -2.70814528e-08 -6.26688934e-09 9.27286274e-08 2.57277692e-07 3.43739430e-07 1.06559240e+00 1.48292628e-02 1.71670793e-01 -4.25707779e-02 -1.30011173e-02 2.26374943e-01 1.20952168e+00 1.42289550e+00
1.6400 2.01370007e-07 8.39983249e-08 7.92984545e-08 5.43737285e-09 1.22833306e-08 7.44089730e-08 3.70104159e-07 4.56796463e-07 1.07397958e+00 7.03937991e-02 2.03566674e-01 8.58128309e-03 2.53427681e-02 1.81654053e-01 1.35652133e+00 1.56351815e+00
1.6500 2.02642751e-07 1.46448627e-07 9.20282389e-08 3.41509874e-08 2.92197665e-08 5.61991095e-08 4.75270605e-07 5.60689481e-07 1.08075268e+00 1.22729025e-01 2.36244863e-01 5.37429720e-02 6.03549569e-02 1.37206965e-01 1.49346954e+00 1.69103146e+00
1.6600 2.03488470e-07 1.98695225e-07 1.03529714e-07 5.64231191e-08 4.40036701e-08 4.00158319e-08 5.62136528e-07 6.46156030e-07 1.08524078e+00 1.66517335e-01 2.65771346e-01 8.87685126e-02 9.09230993e-02 9.77109061e-02 1.60629797e+00 1.79493197e+00
1.6700 2.03839387e-07 2.35050207e-07 1.12798291e-07 7.13591232e-08 5.58948739e-08 2.72038445e-08 6.23047008e-07 7.06145727e-07 1.08708544e+00 1.96991419e-01 2.89566235e-01 1.12252911e-01 1.15517179e-01 6.64452995e-02 1.68589601e+00 1.86785848e+00
1.6800 2.03752935e-07 2.51691622e-07 1.19348013e-07 7.99527402e-08 6.42119920e-08 1.82334421e-08 6.54745311e-07 7.37190745e-07 1.08659747e+00 2.10946823e-01 3.06380843e-01 1.25762204e-01 1.32727357e-01 4.45545755e-02 1.72968735e+00 1.90696928e+00
1.6900 2.03444823e-07 2.47774282e-07 1.23093207e-07 8.46427549e-08 6.86929789e-08 1.26959476e-08 6.58955067e-07 7.40343994e-07 1.08493194e+00 2.07673417e-01 3.15994247e-01 1.33135297e-01 1.42009623e-01 3.10380106e-02 1.74173490e+00 1.91478254e+00
1.7000 2.03269685e-07 2.26042504e-07 1.24224312e-07 8.84686702e-08 6.97855467e-08 9.55982385e-09 6.42005172e-07 7.21350542e-07 1.08398370e+00 1.89469473e-01 3.18894932e-01 1.39155090e-01 1.44286697e-01 2.33757967e-02 1.73150319e+00 1.89916569e+00
1.7100 2.03648666e-07 1.92609058e-07 1.23149859e-07 9.41256284e-08 6.87054464e-08 7.57043011e-09 6.13533211e-07 6.89809087e-07 1.08600034e+00 1.61456788e-01 3.16132161e-01 1.48061372e-01 1.42069137e-01 1.85054104e-02 1.71165066e+00 1.87222521e+00
1.7200 2.04962267e-07 1.55787420e-07 1.20514103e-07 1.03221239e-07 6.71831852e-08 5.64561503e-09 5.84485029e-07 6.57313829e-07 1.09301049e+00 1.30602161e-01 3.09361298e-01 1.62381709e-01 1.38932278e-01 1.37873155e-02 1.69535565e+00 1.84807525e+00
1.7300 2.07440266e-07 1.24177246e-07 1.17238972e-07 1.15941060e-07 6.69455829e-08 3.14223186e-09 5.64797544e-07 6.34885359e-07 1.10623710e+00 1.04112774e-01 3.00951238e-01 1.82405556e-01 1.38444833e-01 7.65505024e-03 1.69370667e+00 1.83980656e+00
1.7400 2.11083608e-07 1.04491950e-07 1.14509765e-07 1.31177623e-07 6.90970313e-08 -6.94043997e-11 5.61262946e-07 6.30290572e-07 1.12568176e+00 8.76153134e-02 2.93947154e-01 2.06387837e-01 1.42889890e-01 -2.03905594e-04 1.71363207e+00 1.85631805e+00
1.7500 2.15644637e-07 9.97668602e-08 1.13640868e-07 1.47026510e-07 7.36265010e-08 -3.71157170e-09 5.76078875e-07 6.45993804e-07 1.15002009e+00 8.36540321e-02 2.91725074e-01 2.31330045e-01 1.52245645e-01 -9.10805777e-03 1.75672924e+00 1.89986683e+00
1.7600 2.20674493e-07 1.08525575e-07 1.15813605e-07 1.61451742e-07 7.92417464e-08 -7.31463947e-09 6.06465416e-07 6.78392523e-07 1.17685536e+00 9.09919519e-02 2.97318273e-01 2.54027578e-01 1.63842372e-01 -1.79088502e-02 1.81919316e+00 1.96512668e+00
1.7700 2.25625864e-07 1.25215665e-07 1.21748063e-07 1.72897967e-07 8.36269178e-08 -1.04452218e-08 6.45487559e-07 7.18669255e-07 1.20326679e+00 1.04976006e-01 3.12574416e-01 2.72033140e-01 1.72894616e-01 -2.55481270e-02 1.89285035e+00 2.04019684e+00
1.7800 2.29982180e-07 1.41834679e-07 1.31421869e-07 1.80675988e-07 8.40714171e-08 -1.28626155e-08 6.83914716e-07 7.55123517e-07 1.22649857e+00 1.18899840e-01 3.37433691e-01 2.84263229e-01 1.73800869e-01 -3.14400133e-02 1.96709533e+00 2.10945619e+00
1.7900 2.33376439e-07 1.50284725e-07 1.43955928e-07 1.85043670e-07 7.82818859e-08 -1.45598177e-08 7.12660762e-07 7.76382830e-07 1.24459329e+00 1.25977229e-01 3.69635938e-01 2.91125110e-01 1.61821908e-01 -3.55705360e-02 2.03133157e+00 2.15758294e+00
1.8000 2.35666454e-07 1.44751807e-07 1.57742180e-07 1.87007721e-07 6.51176113e-08 -1.56955681e-08 7.25168162e-07 7.74590205e-07 1.25679284e+00 1.21336184e-01 4.05049435e-01 2.94204461e-01 1.34600906e-01 -3.83308657e-02 2.07738292e+00 2.17365296e+00
1.8100 2.36947080e-07 1.23390697e-07 1.70805886e-07 1.87948284e-07 4.50102675e-08 -1.64638586e-08 7.19091946e-07 7.47638355e-07 1.26360341e+00 1.03430927e-01 4.38601813e-01 2.95674234e-01 9.30310693e-02 -4.01977990e-02 2.10131038e+00 2.15414365e+00
1.8200 2.37499183e-07 8.88151536e-08 1.81305499e-07 1.89198535e-07 1.99346828e-08 -1.69640414e-08 6.96818370e-07 6.99789011e-07 1.26652337e+00 7.44525646e-02 4.65564025e-01 2.97632835e-01 4.11951801e-02 -4.14158531e-02 2.10417279e+00 2.10395212e+00
1.8300 2.37693564e-07 4.72730678e-08 1.88012637e-07 1.91695793e-07 -7.05106408e-09 -1.71253666e-08 6.64675062e-07 6.40498631e-07 1.26753117e+00 3.96375910e-02 4.82782808e-01 3.01555068e-01 -1.45851483e-02 -4.18126005e-02 2.09150664e+00 2.03510889e+00
1.8400 2.37880003e-07 6.79830751e-09 1.90609046e-07 1.95775418e-07 -3.25366189e-08 -1.67119153e-08 6.31062775e-07 5.81814241e-07 1.26849393e+00 5.71885054e-03 4.89442864e-01 3.07967978e-01 -6.72605769e-02 -4.08107336e-02 2.07162362e+00 1.96355231e+00
1.8500 2.38293711e-07 -2.50616403e-08 1.89692694e-07 2.01126685e-07 -5.35220511e-08 -1.54007268e-08 6.04051450e-07 5.35128672e-07 1.27066867e+00 -2.09788931e-02 4.87081920e-01 3.16381777e-01 -1.10630706e-01 -3.76192526e-02 2.05315347e+00 1.90490352e+00
1.8600 2.39003755e-07 -4.32390503e-08 1.86483783e-07 2.06890123e-07 -6.79815007e-08 -1.29006700e-08 5.89138610e-07 5.08256440e-07 1.27442720e+00 -3.62094276e-02 4.78835171e-01 3.25443442e-01 -1.40509200e-01 -3.15244142e-02 2.04249639e+00 1.87046277e+00
1.8700 2.39913621e-07 -4.62828608e-08 1.82328524e-07 2.11856888e-07 -7.50864363e-08 -9.07029989e-09 5.87816173e-07 5.03659436e-07 1.27925853e+00 -3.87576521e-02 4.68160617e-01 3.33250818e-01 -1.55185158e-01 -2.21782753e-02 2.04191231e+00 1.86454888e+00
