#Q I_ArAr I_ArO1 I_ArSi2 I_ArO2  I_ArSi1  I_ArH I_rest I_tot S_ArAr S_ArO1 S_ArSi2 S_ArO2 S_ArSi1 S_ArH S_rest S_total
1.1100 1.20066395e-07 2.33469063e-07 -2.43377381e-07 -4.22620392e-07 1.38298101e-07 1.99196439e-07 -3.12462315e-07 2.50322252e-08 6.43361506e-01 1.95998439e-01 -6.26248663e-01 -6.66334379e-01 2.86435240e-01 4.87451096e-01 -4.53223097e-01 3.20663239e-01
1.1200 1.10268205e-07 1.34292233e-07 -2.09635915e-07 -3.72044115e-07 8.95887010e-08 1.74234971e-07 -3.37119592e-07 -7.32959207e-08 5.90882774e-01 1.12686521e-01 -5.39394958e-01 -5.86564253e-01 1.85508406e-01 4.26356246e-01 -4.22389916e-01 1.89474737e-01
1.1300 1.02941211e-07 2.50416882e-08 -1.82347943e-07 -3.28538879e-07 3.73416560e-08 1.49714842e-07 -3.82903923e-07 -1.95847425e-07 5.51650230e-01 2.09171052e-02 -4.69158636e-01 -5.17951103e-01 7.72615277e-02 3.66344268e-01 -4.14542404e-01 2.90633913e-02
1.1400 9.94431555e-08 -7.21769118e-08 -1.64282958e-07 -2.99181148e-07 -9.94892722e-09 1.30249448e-07 -4.36197862e-07 -3.15897341e-07 5.32929548e-01 -6.07385667e-02 -4.22669429e-01 -4.71654980e-01 -2.07061638e-02 3.18705711e-01 -4.22133427e-01 -1.24133880e-01
1.1500 1.00112834e-07 -1.34853282e-07 -1.55610526e-07 -2.87605049e-07 -4.33097663e-08 1.19371261e-07 -4.77956023e-07 -4.01894529e-07 5.36529918e-01 -1.13370269e-01 -4.00363476e-01 -4.53406195e-01 -8.98040786e-02 2.92085522e-01 -4.30610022e-01 -2.28328578e-01
1.1600 1.04282054e-07 -1.46919681e-07 -1.54039276e-07 -2.92875254e-07 -5.58787127e-08 1.18393459e-07 -4.89552156e-07 -4.27037410e-07 5.58869643e-01 -1.23481198e-01 -3.96341158e-01 -4.61728395e-01 -1.15817024e-01 2.89697439e-01 -4.22681109e-01 -2.48800693e-01
1.1700 1.10563286e-07 -1.04526222e-07 -1.55771877e-07 -3.09837238e-07 -4.52268795e-08 1.26010231e-07 -4.59572050e-07 -3.78788699e-07 5.92517256e-01 -8.78394019e-02 -4.00825479e-01 -4.88491439e-01 -9.37159662e-02 3.08345981e-01 -3.84639063e-01 -1.70009048e-01
1.1800 1.17301149e-07 -1.84159047e-08 -1.56927364e-07 -3.30866326e-07 -1.45199198e-08 1.38790013e-07 -3.88908446e-07 -2.64638353e-07 6.28609103e-01 -1.54723302e-02 -4.03823520e-01 -5.21669931e-01 -3.00634037e-02 3.39633407e-01 -3.12356679e-01 -2.78667510e-03
1.1900 1.23038823e-07 8.83307612e-08 -1.54903241e-07 -3.48413947e-07 2.80040257e-08 1.52377025e-07 -2.91947604e-07 -1.11566553e-07 6.59345965e-01 7.42285692e-02 -3.98632989e-01 -5.49358622e-01 5.80689657e-02 3.72899863e-01 -2.14417077e-01 2.16551751e-01
1.2000 1.26863435e-07 1.86753304e-07 -1.49173133e-07 -3.57451385e-07 7.11753244e-08 1.62955199e-07 -1.93007779e-07 4.11227444e-08 6.79841269e-01 1.56933126e-01 -3.83895941e-01 -5.63625975e-01 1.47536665e-01 3.98805591e-01 -1.10747520e-01 4.35594735e-01
1.2100 1.28548023e-07 2.50661288e-07 -1.41233205e-07 -3.56950222e-07 1.04005882e-07 1.68442253e-07 -1.18974115e-07 1.53474020e-07 6.88880035e-01 2.10639083e-01 -3.63461445e-01 -5.62848561e-01 2.15572487e-01 4.12252888e-01 -2.67908877e-02 6.01034487e-01
1.2200 1.28479945e-07 2.64581376e-07 -1.33738348e-07 -3.49896350e-07 1.18769141e-07 1.68997459e-07 -9.05733779e-08 1.97193222e-07 6.88534863e-01 2.22347787e-01 -3.44162663e-01 -5.51733137e-01 2.46167775e-01 4.13628808e-01 1.49868501e-02 6.74783434e-01
1.2300 1.27431349e-07 2.28271957e-07 -1.29180902e-07 -3.41872818e-07 1.13042529e-07 1.66693985e-07 -1.15350414e-07 1.64386100e-07 6.82936993e-01 1.91856209e-01 -3.32416211e-01 -5.39082083e-01 2.34303798e-01 4.08003746e-01 3.29490793e-03 6.45602452e-01
1.2400 1.26266281e-07 1.56246647e-07 -1.28640648e-07 -3.38762291e-07 9.00657593e-08 1.64519707e-07 -1.84890010e-07 6.96954566e-08 6.76708758e-01 1.31356218e-01 -3.31004650e-01 -5.34170753e-01 1.86693749e-01 4.02686908e-01 -5.71104264e-02 5.32270230e-01
1.2500 1.25682247e-07 7.24941275e-08 -1.31107789e-07 -3.44422641e-07 5.73497024e-08 1.65110057e-07 -2.77354056e-07 -5.48942967e-08 6.73581109e-01 6.09988576e-02 -3.37333391e-01 -5.43082545e-01 1.18900257e-01 4.04126069e-01 -1.45835970e-01 3.77190357e-01
1.2600 1.26055813e-07 2.25850631e-09 -1.33661356e-07 -3.59172991e-07 2.40615963e-08 1.69696064e-07 -3.64520027e-07 -1.70762367e-07 6.75568173e-01 1.98975945e-03 -3.43889019e-01 -5.66321868e-01 4.99178463e-02 4.15333811e-01 -2.32652955e-01 2.32598702e-01
1.2700 1.27415986e-07 -3.62610465e-08 -1.32457790e-07 -3.79607547e-07 -1.89822148e-09 1.77647214e-07 -4.20910396e-07 -2.45161404e-07 6.82825650e-01 -3.03829334e-02 -3.40782783e-01 -5.98520601e-01 -3.88356004e-03 4.34768939e-01 -2.86860667e-01 1.44024712e-01
1.2800 1.29523877e-07 -3.74709485e-08 -1.24172800e-07 -3.99757696e-07 -1.61563694e-08 1.86748429e-07 -4.31877568e-07 -2.61285508e-07 6.94077569e-01 -3.14191172e-02 -3.19460784e-01 -6.30270263e-01 -3.34410006e-02 4.57014030e-01 -2.87072595e-01 1.36500434e-01
1.2900 1.32007624e-07 -9.41833852e-09 -1.07361224e-07 -4.13137016e-07 -1.87736778e-08 1.94069422e-07 -3.97908954e-07 -2.22613209e-07 7.07338171e-01 -7.87595282e-03 -2.76203454e-01 -6.51346101e-01 -3.88781481e-02 4.74902172e-01 -2.28087337e-01 2.07936687e-01
1.3000 1.34495323e-07 2.98536288e-08 -8.32210002e-08 -4.14906184e-07 -1.36141999e-08 1.97069664e-07 -3.33778233e-07 -1.50322769e-07 7.20622416e-01 2.50936117e-02 -2.14091825e-01 -6.54120094e-01 -2.81982042e-02 4.82220121e-01 -1.22495891e-01 3.31526026e-01
1.3100 1.36703766e-07 5.91598846e-08 -5.54594603e-08 -4.03386666e-07 -6.52631308e-09 1.94511199e-07 -2.62982475e-07 -7.49975892e-08 7.32419671e-01 4.96977354e-02 -1.42663874e-01 -6.35947134e-01 -1.35158813e-02 4.75941282e-01 3.50639811e-03 4.65931798e-01
1.3200 1.38467987e-07 6.17268260e-08 -2.92832426e-08 -3.80424221e-07 -3.06265324e-09 1.86844800e-07 -2.09512650e-07 -2.57305025e-08 7.41850531e-01 5.18496013e-02 -7.53156810e-02 -5.99737862e-01 -6.33406905e-03 4.57170174e-01 1.18646589e-01 5.69482693e-01
1.3300 1.39723383e-07 3.08230576e-08 -9.84756006e-09 -3.50543903e-07 -6.56066922e-09 1.75950427e-07 -1.89845022e-07 -2.04552647e-08 7.48570290e-01 2.58962390e-02 -2.53112791e-02 -5.52626255e-01 -1.35675957e-02 4.30507196e-01 1.96528995e-01 6.13468596e-01
1.3400 1.40468350e-07 -2.83452257e-08 -6.91765535e-10 -3.19277883e-07 -1.72063791e-08 1.64364165e-07 -2.07846524e-07 -6.06887385e-08 7.52568785e-01 -2.37900500e-02 -1.75715001e-03 -5.03333325e-01 -3.56037468e-02 4.02157178e-01 2.23688260e-01 5.90241691e-01
1.3500 1.40736060e-07 -1.00893214e-07 -2.68880835e-09 -2.91324605e-07 -3.23041578e-08 1.54314468e-07 -2.54170567e-07 -1.32160257e-07 7.54019890e-01 -8.47093037e-02 -6.89899007e-03 -4.59265125e-01 -6.68610456e-02 3.77571490e-01 2.03146471e-01 5.13856916e-01
1.3600 1.40591430e-07 -1.67637681e-07 -1.38498660e-08 -2.69217783e-07 -4.75337341e-08 1.46950486e-07 -3.10113900e-07 -2.10697148e-07 7.53266390e-01 -1.40752601e-01 -3.56189776e-02 -4.24414731e-01 -9.83929097e-02 3.59560297e-01 1.52480080e-01 4.13647468e-01
1.3700 1.40150776e-07 -2.11569242e-07 -3.00234983e-08 -2.52951339e-07 -5.86529426e-08 1.42056622e-07 -3.54393304e-07 -2.70989625e-07 7.50926448e-01 -1.77637492e-01 -7.72347981e-02 -3.98771366e-01 -1.21414510e-01 3.47594463e-01 9.72827923e-02 3.23462745e-01
1.3800 1.39606176e-07 -2.23165530e-07 -4.62222389e-08 -2.40619689e-07 -6.30053633e-08 1.38348537e-07 -3.70401281e-07 -2.95058107e-07 7.48025130e-01 -1.87369575e-01 -1.18913164e-01 -3.79330192e-01 -1.30425334e-01 3.38530052e-01 6.24121992e-02 2.70516917e-01
1.3900 1.39231234e-07 -2.02866600e-07 -5.81078469e-08 -2.29743208e-07 -6.03298481e-08 1.34215618e-07 -3.51486420e-07 -2.77600651e-07 7.46025812e-01 -1.70320596e-01 -1.49491569e-01 -3.62182087e-01 -1.24885609e-01 3.28425059e-01 6.40315602e-02 2.67571010e-01
1.4000 1.39351743e-07 -1.60137428e-07 -6.31371656e-08 -2.18702248e-07 -5.26705307e-08 1.28601558e-07 -3.02625099e-07 -2.26694071e-07 7.46673124e-01 -1.34440369e-01 -1.62426688e-01 -3.44774273e-01 -1.09029568e-01 3.14693970e-01 1.05031793e-01 3.10696195e-01
1.4100 1.40280578e-07 -1.09746460e-07 -6.10167538e-08 -2.07686659e-07 -4.35251466e-08 1.21662681e-07 -2.38169294e-07 -1.60031760e-07 7.51643886e-01 -9.21310434e-02 -1.56964115e-01 -3.27406898e-01 -9.01011876e-02 2.97718429e-01 1.75141829e-01 3.82759071e-01
1.4200 1.42233828e-07 -6.67641882e-08 -5.33760398e-08 -1.98778898e-07 -3.66192146e-08 1.14930115e-07 -1.76685298e-07 -9.83743971e-08 7.62097285e-01 -5.60469645e-02 -1.37297238e-01 -3.13363593e-01 -7.58152556e-02 2.81244014e-01 2.55389489e-01 4.60818247e-01
1.4300 1.45256895e-07 -4.20571729e-08 -4.28467610e-08 -1.95140094e-07 -3.47731306e-08 1.10892145e-07 -1.34787133e-07 -5.86681178e-08 7.78278397e-01 -3.53111362e-02 -1.10198422e-01 -3.07627905e-01 -7.20111784e-02 2.71358407e-01 3.25140934e-01 5.24488163e-01
1.4400 1.49189763e-07 -3.96864944e-08 -3.19307182e-08 -1.99623023e-07 -3.92297142e-08 1.12134236e-07 -1.22050473e-07 -4.91459515e-08 7.99331683e-01 -3.33313462e-02 -8.21055655e-02 -3.14696486e-01 -8.12606991e-02 2.74387428e-01 3.69198285e-01 5.62325014e-01
1.4500 1.53689160e-07 -5.68108379e-08 -2.20833631e-08 -2.13360304e-07 -4.95903666e-08 1.20343905e-07 -1.38565345e-07 -6.78118071e-08 8.23419388e-01 -4.77196626e-02 -5.67640780e-02 -3.36353540e-01 -1.02736216e-01 2.94460438e-01 3.82582107e-01 5.74306330e-01
1.4600 1.58306002e-07 -8.57756259e-08 -1.33295027e-08 -2.34889042e-07 -6.42661469e-08 1.35543880e-07 -1.75688168e-07 -1.04410435e-07 8.48136348e-01 -7.20474236e-02 -3.42381130e-02 -3.70291269e-01 -1.33145449e-01 3.31634238e-01 3.71559543e-01 5.70048331e-01
1.4700 1.62596730e-07 -1.17375965e-07 -4.50865714e-09 -2.60174512e-07 -8.11801197e-08 1.55840656e-07 -2.19462404e-07 -1.44801867e-07 8.71106470e-01 -9.85854495e-02 -1.15419671e-02 -4.10147803e-01 -1.68186261e-01 3.81277862e-01 3.50831250e-01 5.63922851e-01
1.4800 1.66234388e-07 -1.44028794e-07 5.99305149e-09 -2.83563079e-07 -9.84144297e-08 1.77796074e-07 -2.55364432e-07 -1.75982788e-07 8.90577966e-01 -1.20967472e-01 1.54766718e-02 -4.47009987e-01 -2.03886692e-01 4.34981492e-01 3.38077178e-01 5.69171978e-01
1.4900 1.69084579e-07 -1.61810515e-07 1.93412716e-08 -2.99353509e-07 -1.14578521e-07 1.97312619e-07 -2.72738174e-07 -1.90004076e-07 9.05830413e-01 -1.35900485e-01 4.98168020e-02 -4.71890803e-01 -2.37367248e-01 4.82722075e-01 3.47855927e-01 5.93210754e-01
1.5000 1.71223018e-07 -1.70868202e-07 3.55458869e-08 -3.03450922e-07 -1.28832884e-07 2.10746411e-07 -2.67550220e-07 -1.85636693e-07 9.17268999e-01 -1.43509256e-01 9.15036864e-02 -4.78336689e-01 -2.66889724e-01 5.15585911e-01 3.86926741e-01 6.35622927e-01
1.5100 1.72891183e-07 -1.74351901e-07 5.32216549e-08 -2.94537910e-07 -1.40661001e-07 2.15886555e-07 -2.42776973e-07 -1.67551419e-07 9.26187045e-01 -1.46439190e-01 1.36973122e-01 -4.64273311e-01 -2.91384658e-01 5.28164281e-01 4.52447666e-01 6.89227289e-01
1.5200 1.74407169e-07 -1.76500759e-07 6.99048702e-08 -2.74369196e-07 -1.49575050e-07 2.12489302e-07 -2.06557916e-07 -1.43643664e-07 9.34288570e-01 -1.48249107e-01 1.79886375e-01 -4.32469385e-01 -3.09841842e-01 5.19860056e-01 5.33456453e-01 7.43474667e-01
1.5300 1.76063022e-07 -1.80696186e-07 8.28044443e-08 -2.47103247e-07 -1.54937719e-07 2.02209572e-07 -1.68931967e-07 -1.21660114e-07 9.43138328e-01 -1.51776811e-01 2.13062804e-01 -3.89482261e-01 -3.20941521e-01 4.94720177e-01 6.14942060e-01 7.88720717e-01
1.5400 1.78042499e-07 -1.88155431e-07 8.97106680e-08 -2.17914139e-07 -1.55996574e-07 1.87974424e-07 -1.38316403e-07 -1.06338552e-07 9.53721313e-01 -1.58042755e-01 2.30818055e-01 -3.43469084e-01 -3.23125882e-01 4.59903144e-01 6.83027530e-01 8.19804792e-01
1.5500 1.80383969e-07 -1.97585545e-07 8.97373936e-08 -1.91363159e-07 -1.52106481e-07 1.73022436e-07 -1.18827341e-07 -9.79113861e-08 9.66243969e-01 -1.65960171e-01 2.30873502e-01 -3.01619575e-01 -3.15059896e-01 4.23329396e-01 7.29537725e-01 8.37807226e-01
1.5600 1.82995645e-07 -2.05720544e-07 8.36444235e-08 -1.70073012e-07 -1.43017870e-07 1.59929952e-07 -1.09153488e-07 -9.22414062e-08 9.80215734e-01 -1.72786582e-01 2.15185441e-01 -2.68066265e-01 -2.96228229e-01 3.91299700e-01 7.54548328e-01 8.49619799e-01
1.5700 1.85711376e-07 -2.08381483e-07 7.36438016e-08 -1.54122931e-07 -1.29077079e-07 1.49931123e-07 -1.03149236e-07 -8.22951927e-08 9.94747819e-01 -1.75013949e-01 1.89446361e-01 -2.42931550e-01 -2.67349773e-01 3.66832236e-01 7.66248681e-01 8.65731143e-01
1.5800 1.88361735e-07 -2.01615042e-07 6.27747912e-08 -1.41321762e-07 -1.11229650e-07 1.42724320e-07 -9.18002781e-08 -6.03056082e-08 1.00893384e+00 -1.69324315e-01 1.61476551e-01 -2.22758937e-01 -2.30383885e-01 3.49189352e-01 7.78327140e-01 8.97132607e-01
1.5900 1.90831843e-07 -1.82570304e-07 5.40714230e-08 -1.28214456e-07 -9.08130634e-08 1.36786988e-07 -6.58814944e-08 -1.99075698e-08 1.02215940e+00 -1.53325360e-01 1.39082172e-01 -2.02100351e-01 -1.88100586e-01 3.34647849e-01 8.05815865e-01 9.52363127e-01
1.6000 1.93085074e-07 -1.49978594e-07 4.97974194e-08 -1.11440875e-07 -6.92250633e-08 1.30054909e-07 -1.85369751e-08 4.22928702e-08 1.03422887e+00 -1.25952681e-01 1.28086893e-01 -1.75658536e-01 -1.43393419e-01 3.18160411e-01 8.60704550e-01 1.03547154e+00
1.6100 1.95147074e-07 -1.04293339e-07 5.09753403e-08 -8.89715234e-08 -4.76106407e-08 1.20715179e-07 5.28575518e-08 1.25962090e-07 1.04527953e+00 -8.75869061e-02 1.31120719e-01 -1.40235031e-01 -9.86313987e-02 2.95294930e-01 9.48578316e-01 1.14524185e+00
1.6200 1.97061243e-07 -4.76388855e-08 5.73159324e-08 -6.08164010e-08 -2.66993013e-08 1.07846192e-07 1.45921889e-07 2.27068780e-07 1.05554300e+00 -4.00108287e-02 1.47438561e-01 -9.58472127e-02 -5.53226861e-02 2.63799434e-01 1.06712352e+00 1.27560027e+00
1.6300 1.98838583e-07 1.63142467e-08 6.75100823e-08 -2.90057818e-08 -6.85089054e-09 9.17108901e-08 2.53657131e-07 3.38517130e-07 1.06507648e+00 1.36948187e-02 1.73671706e-01 -4.56973918e-02 -1.42104389e-02 2.24318847e-01 1.20674562e+00 1.41685403e+00
1.6400 2.00426950e-07 8.25414530e-08 7.97333042e-08 3.10216570e-09 1.17323338e-08 7.36399068e-08 3.65803873e-07 4.51176114e-07 1.07359811e+00 6.93119520e-02 2.05125918e-01 4.91925349e-03 2.42871036e-02 1.80108747e-01 1.35295524e+00 1.55735109e+00
1.6500 2.01716686e-07 1.45025174e-07 9.21683412e-08 3.19128396e-08 2.87504666e-08 5.55806585e-08 4.70823040e-07 5.55154166e-07 1.08051737e+00 1.21787771e-01 2.37125924e-01 5.03356447e-02 5.95475657e-02 1.35932242e-01 1.48976671e+00 1.68524652e+00
1.6600 2.02584424e-07 1.97413306e-07 1.03383043e-07 5.47006783e-08 4.36536050e-08 3.94895935e-08 5.58081452e-07 6.41224650e-07 1.08517009e+00 1.65787377e-01 2.65987348e-01 8.62555411e-02 9.04290928e-02 9.65735160e-02 1.60320035e+00 1.79020296e+00
1.6700 2.02960412e-07 2.34015353e-07 1.12486395e-07 7.03695940e-08 5.56915630e-08 2.67776060e-08 6.19831754e-07 7.02300923e-07 1.08717955e+00 1.96530462e-01 2.89417779e-01 1.10952044e-01 1.15374125e-01 6.54816729e-02 1.68407984e+00 1.86493564e+00
1.6800 2.02893367e-07 2.51004494e-07 1.19085135e-07 7.96521717e-08 6.41676615e-08 1.79787563e-08 6.52635168e-07 7.34781586e-07 1.08680452e+00 2.10801312e-01 3.06404869e-01 1.25581180e-01 1.32936210e-01 4.39609331e-02 1.72959189e+00 1.90648903e+00
1.6900 2.02585158e-07 2.47517044e-07 1.23135442e-07 8.47329783e-08 6.87939171e-08 1.27207322e-08 6.57970623e-07 7.39485272e-07 1.08512551e+00 2.07872825e-01 3.16834673e-01 1.33587637e-01 1.42516796e-01 3.10988786e-02 1.74342065e+00 1.91703632e+00
1.7000 2.02376367e-07 2.26253732e-07 1.24802782e-07 8.84686583e-08 6.99803236e-08 9.96823232e-09 6.41901539e-07 7.21850095e-07 1.08396783e+00 1.90012090e-01 3.21131284e-01 1.39475026e-01 1.44965104e-01 2.43621203e-02 1.73458623e+00 1.90391346e+00
1.7100 2.02680231e-07 1.93253553e-07 1.24407001e-07 9.34894637e-08 6.88980065e-08 8.42545923e-09 6.13830248e-07 6.91153714e-07 1.08554788e+00 1.62290815e-01 3.20116016e-01 1.47389489e-01 1.42708950e-01 2.05809181e-02 1.71534420e+00 1.87863407e+00
1.7200 2.03880754e-07 1.56732100e-07 1.22461148e-07 1.01473950e-07 6.72364016e-08 6.94731873e-09 5.84547953e-07 6.58731673e-07 1.09192716e+00 1.31609708e-01 3.15107853e-01 1.59976521e-01 1.39251127e-01 1.69548719e-02 1.69862124e+00 1.85482724e+00
1.7300 2.06224522e-07 1.25185068e-07 1.19746080e-07 1.12799865e-07 6.66982246e-08 4.82737708e-09 5.63955535e-07 6.35481136e-07 1.10443216e+00 1.05105404e-01 3.08115884e-01 1.77830971e-01 1.38122206e-01 1.17570117e-02 1.69548442e+00 1.84536363e+00
1.7400 2.09739930e-07 1.05241791e-07 1.17330391e-07 1.26630284e-07 6.83929922e-08 1.89104934e-09 5.58942397e-07 6.29226438e-07 1.12322083e+00 8.83472811e-02 3.01890777e-01 1.99633153e-01 1.41623138e-01 4.56144305e-03 1.71309204e+00 1.85927662e+00
1.7500 2.14210587e-07 9.98994564e-08 1.16462080e-07 1.41349326e-07 7.23508550e-08 -1.60117100e-09 5.71921449e-07 6.42671133e-07 1.14713907e+00 8.38539936e-02 2.99645867e-01 2.22835883e-01 1.49817392e-01 -3.99358049e-03 1.75347481e+00 1.89929862e+00
1.7600 2.19213632e-07 1.07706673e-07 1.18317418e-07 1.55164241e-07 7.73551299e-08 -5.17182613e-09 6.00401964e-07 6.72585268e-07 1.17392497e+00 9.04074655e-02 3.04410506e-01 2.44613566e-01 1.60183851e-01 -1.27392698e-02 1.81335650e+00 1.96080109e+00
1.7700 2.24214021e-07 1.23200677e-07 1.23667338e-07 1.66666050e-07 8.11889489e-08 -8.36661402e-09 6.37748086e-07 7.10570421e-07 1.20071312e+00 1.03419995e-01 3.18170952e-01 2.62745734e-01 1.68128165e-01 -2.05636215e-02 1.88504980e+00 2.03261434e+00
1.7800 2.28688715e-07 1.38517107e-07 1.32577979e-07 1.75186478e-07 8.12457064e-08 -1.09258513e-08 6.74970279e-07 7.45290135e-07 1.22469958e+00 1.16286349e-01 3.41099150e-01 2.76179358e-01 1.68248168e-01 -2.68307440e-02 1.95826444e+00 2.09968186e+00
1.7900 2.32245880e-07 1.45714457e-07 1.44272501e-07 1.80878501e-07 7.53192387e-08 -1.28362381e-08 7.03111339e-07 7.65594340e-07 1.24378068e+00 1.22336203e-01 3.71196637e-01 2.85155516e-01 1.55971732e-01 -3.15074207e-02 2.02246903e+00 2.14693335e+00
1.8000 2.34706145e-07 1.39118040e-07 1.57237083e-07 1.84544403e-07 6.23191804e-08 -1.42640744e-08 7.15605671e-07 7.63660777e-07 1.25698912e+00 1.16802975e-01 4.04567137e-01 2.90938208e-01 1.29039399e-01 -3.49997820e-02 2.06929744e+00 2.16333706e+00
1.8100 2.36124926e-07 1.16974896e-07 1.69569388e-07 1.87305684e-07 4.26772934e-08 -1.54153719e-08 7.09974894e-07 7.37236816e-07 1.26461487e+00 9.82138616e-02 4.36313408e-01 2.95294106e-01 8.83463382e-02 -3.78112558e-02 2.09443624e+00 2.14497133e+00
1.8200 2.36752662e-07 8.19284768e-08 1.79474496e-07 1.90235592e-07 1.83147793e-08 -1.63898345e-08 6.88391226e-07 6.90316171e-07 1.26799348e+00 6.87885425e-02 4.61813919e-01 2.99913616e-01 3.78743104e-02 -4.01855721e-02 2.09850955e+00 2.09619829e+00
1.8300 2.36947719e-07 4.01969559e-08 1.85748751e-07 1.94058688e-07 -7.81016287e-09 -1.70898236e-08 6.56952114e-07 6.32052127e-07 1.26904084e+00 3.37490255e-02 4.77968612e-01 3.05937723e-01 -1.62463512e-02 -4.18842376e-02 2.08669621e+00 2.02856562e+00
1.8400 2.37069285e-07 -2.54976176e-10 1.88083718e-07 1.98978786e-07 -3.24164636e-08 -1.72181596e-08 6.23876814e-07 5.74242190e-07 1.26968022e+00 -2.15863845e-04 4.83981749e-01 3.13687173e-01 -6.72169894e-02 -4.21812007e-02 2.06713328e+00 1.95773509e+00
1.8500 2.37381169e-07 -3.19591451e-08 1.87077369e-07 2.04648881e-07 -5.26401831e-08 -1.63628210e-08 5.97148274e-07 5.28145270e-07 1.27132701e+00 -2.68343512e-02 4.81391246e-01 3.22615320e-01 -1.09104269e-01 -4.00699234e-02 2.04849922e+00 1.89932503e+00
1.8600 2.37991675e-07 -4.99088068e-08 1.83940254e-07 2.10262159e-07 -6.65742040e-08 -1.41363609e-08 5.82285281e-07 5.01574716e-07 1.27456615e+00 -4.19019306e-02 4.73312765e-01 3.31451577e-01 -1.37958413e-01 -3.46041644e-02 2.03742856e+00 1.86486598e+00
1.8700 2.38842160e-07 -5.26774194e-08 1.79994800e-07 2.14728858e-07 -7.34708851e-08 -1.03229755e-08 5.80888399e-07 4.97094538e-07 1.27908968e+00 -4.42208831e-02 4.63151120e-01 3.38479960e-01 -1.52232701e-01 -2.52574164e-02 2.03649988e+00 1.85900976e+00
