#Q I_ArAr I_ArO1 I_ArSi2 I_ArO2  I_ArSi1  I_ArH I_rest I_tot S_ArAr S_ArO1 S_ArSi2 S_ArO2 S_ArSi1 S_ArH S_rest S_total
1.8800 2.38353216e-07 -3.50490841e-08 1.74181300e-07 2.12423029e-07 -7.11576733e-08 -5.84412979e-09 5.89908460e-07 5.12906657e-07 1.27616353e+00 -2.94563105e-02 4.48052790e-01 3.34851909e-01 -1.47424316e-01 -1.43163163e-02 2.02961192e+00 1.86787129e+00
1.8900 2.38983571e-07 -1.61848963e-08 1.70540026e-07 2.12003497e-07 -6.53907787e-08 2.37872786e-10 6.05342198e-07 5.40189292e-07 1.27956320e+00 -1.36070423e-02 4.38701058e-01 3.34183234e-01 -1.35473281e-01 5.72329275e-04 2.03884045e+00 1.90393950e+00
1.9000 2.39230881e-07 4.94253323e-09 1.66590855e-07 2.08167568e-07 -5.49647672e-08 6.84284141e-09 6.18931838e-07 5.70809912e-07 1.28092369e+00 4.14189479e-03 4.28560191e-01 3.28130959e-01 -1.13867705e-01 1.67397073e-02 2.04175673e+00 1.94462873e+00
1.9100 2.38932099e-07 2.33786286e-08 1.61089776e-07 2.00926513e-07 -4.10052034e-08 1.31362389e-08 6.24327016e-07 5.96458052e-07 1.27936638e+00 1.96283983e-02 4.14425348e-01 3.16714174e-01 -8.49392872e-02 3.21425039e-02 2.03013430e+00 1.97733752e+00
1.9200 2.38029504e-07 3.60602002e-08 1.52736360e-07 1.91065137e-07 -2.45497857e-08 1.81591269e-08 6.17891201e-07 6.11500543e-07 1.27457558e+00 3.02794528e-02 3.92947078e-01 3.01170602e-01 -5.08382671e-02 4.44336163e-02 1.99897271e+00 1.99256806e+00
1.9300 2.36574564e-07 4.21809425e-08 1.40771866e-07 1.80160000e-07 -6.65137620e-09 2.09515689e-08 5.99687373e-07 6.13987566e-07 1.26682055e+00 3.54181898e-02 3.62170839e-01 2.83985164e-01 -1.37467303e-02 5.12642760e-02 1.94839474e+00 1.98591229e+00
1.9400 2.34705280e-07 4.27567414e-08 1.25437856e-07 1.70404118e-07 1.14574588e-08 2.06917733e-08 5.73303996e-07 6.05453228e-07 1.25683562e+00 3.58987341e-02 3.22717291e-01 2.68613752e-01 2.37807319e-02 5.06244768e-02 1.88406540e+00 1.95847061e+00
1.9500 2.32608501e-07 3.96510353e-08 1.08121582e-07 1.64230207e-07 2.82834467e-08 1.68399933e-08 5.44611325e-07 5.89734765e-07 1.24561924e+00 3.32874285e-02 2.78156360e-01 2.58889628e-01 5.86494210e-02 4.11948371e-02 1.81595266e+00 1.91579691e+00
1.9600 2.30480125e-07 3.44798684e-08 9.11153193e-08 1.63786754e-07 4.21817625e-08 9.26978527e-09 5.19862067e-07 5.71313615e-07 1.23422107e+00 2.89429248e-02 2.34387737e-01 2.58197932e-01 8.74507905e-02 2.26674034e-02 1.75574967e+00 1.86586786e+00
1.9700 2.28493261e-07 2.78196318e-08 7.70449428e-08 1.70383289e-07 5.16695688e-08 -1.64001090e-09 5.03741124e-07 5.53770682e-07 1.22357102e+00 2.33504719e-02 1.98170166e-01 2.68601602e-01 1.07112036e-01 -4.02967819e-03 1.71369326e+00 1.81677562e+00
1.9800 2.26779052e-07 1.89981982e-08 6.81351484e-08 1.84058246e-07 5.58513515e-08 -1.49852647e-08 4.97970645e-07 5.38836732e-07 1.21437556e+00 1.59462262e-02 1.75230384e-01 2.90160428e-01 1.15777239e-01 -3.66835086e-02 1.69571260e+00 1.77480633e+00
1.9900 2.25419523e-07 6.52031525e-09 6.55371832e-08 2.03414978e-07 5.47888915e-08 -2.94173214e-08 5.00892000e-07 5.26263570e-07 1.20707824e+00 5.47436153e-03 1.68532936e-01 3.20672609e-01 1.13573824e-01 -7.19941938e-02 1.70175815e+00 1.74333778e+00
2.0000 2.24448351e-07 -1.10562427e-08 6.89303962e-08 2.25812553e-07 4.96411280e-08 -4.33356087e-08 5.08135057e-07 5.14440576e-07 1.20186278e+00 -9.27710401e-03 1.77254635e-01 3.55975432e-01 1.02902400e-01 -1.06046062e-01 1.72581574e+00 1.72267208e+00
2.0100 2.23854865e-07 -3.41373282e-08 7.65266257e-08 2.47900556e-07 4.24668031e-08 -5.51733563e-08 5.14144719e-07 5.01438165e-07 1.19867388e+00 -2.86503089e-02 1.96795663e-01 3.90788108e-01 8.80280762e-02 -1.35006554e-01 1.75760734e+00 1.71062886e+00
2.0200 2.23588360e-07 -6.13818895e-08 8.54838246e-08 2.66379623e-07 3.57031933e-08 -6.37238589e-08 5.14069918e-07 4.86049252e-07 1.19724019e+00 -5.15205608e-02 2.19843776e-01 4.19910448e-01 7.40007859e-02 -1.55924227e-01 1.78547386e+00 1.70355042e+00
2.0300 2.23562563e-07 -8.95510043e-08 9.26122983e-08 2.78787755e-07 3.14624111e-08 -6.84288544e-08 5.05411612e-07 4.68445168e-07 1.19709869e+00 -7.51692447e-02 2.38191521e-01 4.39462245e-01 6.51976076e-02 -1.67434079e-01 1.79958321e+00 1.69734674e+00
2.0400 2.23662311e-07 -1.14016163e-07 9.51722503e-08 2.84087173e-07 3.08721755e-08 -6.95444909e-08 4.88905572e-07 4.50233257e-07 1.19763107e+00 -9.57104085e-02 2.44788462e-01 4.47808329e-01 6.39570280e-02 -1.70163431e-01 1.79451745e+00 1.68831105e+00
2.0500 2.23754883e-07 -1.29809189e-07 9.15399843e-08 2.82871318e-07 3.36942978e-08 -6.81206550e-08 4.68356997e-07 4.33930640e-07 1.19812513e+00 -1.08972311e-01 2.35455529e-01 4.45884921e-01 6.97882793e-02 -1.66681290e-01 1.77049327e+00 1.67360025e+00
2.0600 2.23706869e-07 -1.32918248e-07 8.15658866e-08 2.77117302e-07 3.83738971e-08 -6.57741888e-08 4.49471810e-07 4.22071518e-07 1.19786563e+00 -1.11585759e-01 2.09806319e-01 4.36809488e-01 7.94727585e-02 -1.60943509e-01 1.73289568e+00 1.65142493e+00
2.0700 2.23404704e-07 -1.21449691e-07 6.65427046e-08 2.69544930e-07 4.25306456e-08 -6.42946232e-08 4.38042648e-07 4.16278670e-07 1.19624439e+00 -1.01959884e-01 1.71165696e-01 4.24870334e-01 8.80810544e-02 -1.57328245e-01 1.69032054e+00 1.62107335e+00
2.0800 2.22774324e-07 -9.63069730e-08 4.88158164e-08 2.62766441e-07 4.37493377e-08 -6.51751002e-08 4.38049608e-07 4.16623845e-07 1.19286538e+00 -8.08524635e-02 1.25567186e-01 4.14186192e-01 9.06101410e-02 -1.59488383e-01 1.65176629e+00 1.58288805e+00
2.0900 2.21794328e-07 -6.11729955e-08 3.11630682e-08 2.58480831e-07 4.04162549e-08 -6.91929407e-08 4.50265232e-07 4.21488546e-07 1.18761477e+00 -5.13552886e-02 8.01574094e-02 4.07435981e-01 8.37157298e-02 -1.69325393e-01 1.62385287e+00 1.53824321e+00
2.1000 2.20498064e-07 -2.17783867e-08 1.61233920e-08 2.56958326e-07 3.23215479e-08 -7.61611502e-08 4.71801396e-07 4.27961793e-07 1.18067178e+00 -1.82798682e-02 4.14686537e-02 4.05045846e-01 6.69603256e-02 -1.86381365e-01 1.60890641e+00 1.48948537e+00
2.1100 2.18963181e-07 1.53625972e-08 5.44970441e-09 2.56974654e-07 2.08179859e-08 -8.49317591e-08 4.96750137e-07 4.32636364e-07 1.17245238e+00 1.29040038e-02 1.40111433e-02 4.05085303e-01 4.31426938e-02 -2.07847142e-01 1.60445283e+00 1.43974839e+00
2.1200 2.17291151e-07 4.44213567e-08 -1.90664940e-10 2.56217247e-07 8.47051891e-09 -9.36640118e-08 5.17739089e-07 4.32545596e-07 1.16349971e+00 3.73020608e-02 -4.97857474e-04 4.03907428e-01 1.75728020e-02 -2.29218461e-01 1.60421134e+00 1.39256568e+00
2.1300 2.15582641e-07 6.15495686e-08 -1.22491913e-09 2.52039529e-07 -1.69981224e-09 -1.00294386e-07 5.27946819e-07 4.25952620e-07 1.15435233e+00 5.16827576e-02 -3.15718821e-03 3.97337999e-01 -3.49352678e-03 -2.45445915e-01 1.60021590e+00 1.35127646e+00
2.1400 2.13915980e-07 6.56713986e-08 1.06854045e-09 2.42331659e-07 -7.13810340e-09 -1.03084331e-07 5.22987578e-07 4.12765144e-07 1.14542936e+00 5.51425947e-02 2.74418631e-03 3.82048448e-01 -1.47643702e-02 -2.52275143e-01 1.58536459e+00 1.31832508e+00
2.1500 2.12334809e-07 5.85849900e-08 4.95815134e-09 2.26240744e-07 -6.54827963e-09 -1.01094925e-07 5.02118694e-07 3.94475489e-07 1.13696458e+00 4.91914016e-02 1.27512463e-02 3.56691727e-01 -1.35535982e-02 -2.47408295e-01 1.55559896e+00 1.29463707e+00
2.1600 2.10847594e-07 4.43708803e-08 8.69092093e-09 2.04521629e-07 -3.03118808e-10 -9.44548210e-08 4.68431025e-07 3.73673085e-07 1.12900403e+00 3.72555870e-02 2.23537412e-02 3.22455903e-01 -6.30614507e-04 -2.31159758e-01 1.51106926e+00 1.27927889e+00
2.1700 2.09437454e-07 2.82853622e-08 1.08500457e-08 1.79414782e-07 9.65553704e-09 -8.43446974e-08 4.27987643e-07 3.53298483e-07 1.12145842e+00 2.37488425e-02 2.79063833e-02 2.82872181e-01 1.99855212e-02 -2.06418299e-01 1.45598583e+00 1.26955305e+00
2.1800 2.08077129e-07 1.54427384e-08 1.05702462e-08 1.54093186e-07 2.03876792e-08 -7.27016760e-08 3.88183299e-07 3.35869303e-07 1.11418302e+00 1.29655591e-02 2.71829834e-02 2.42943275e-01 4.22076626e-02 -1.77923962e-01 1.39727483e+00 1.26155853e+00
2.1900 2.06742515e-07 9.62966531e-09 7.59243291e-09 1.31849218e-07 2.88090132e-08 -6.17266495e-08 3.55813831e-07 3.22896195e-07 1.10704957e+00 8.08517681e-03 1.95171888e-02 2.07861542e-01 5.96484612e-02 -1.51062660e-01 1.34251348e+00 1.25109928e+00
2.2000 2.05419324e-07 1.25401336e-08 2.18306196e-09 1.15265301e-07 3.25559704e-08 -5.33325308e-08 3.35407821e-07 3.14631260e-07 1.09998160e+00 1.05298007e-02 5.59503759e-03 1.81701171e-01 6.74117230e-02 -1.30516076e-01 1.29780761e+00 1.23470326e+00
2.2100 2.04100852e-07 2.35902815e-08 -5.02982664e-09 1.05607872e-07 3.05975016e-08 -4.86856620e-08 3.28269179e-07 3.10181018e-07 1.09294220e+00 1.98087723e-02 -1.29669221e-02 1.66462129e-01 6.33598162e-02 -1.19139388e-01 1.26624618e+00 1.21046661e+00
2.2200 2.02779007e-07 4.03076703e-08 -1.32458544e-08 1.02607217e-07 2.34219231e-08 -4.79623838e-08 3.32448040e-07 3.07907580e-07 1.08588616e+00 3.38456725e-02 -3.41086296e-02 1.61722270e-01 4.85013739e-02 -1.17365348e-01 1.24734547e+00 1.17848150e+00
2.2300 2.01434091e-07 5.91378219e-08 -2.16597617e-08 1.04663199e-07 1.27703566e-08 -5.03779780e-08 3.43575351e-07 3.05967729e-07 1.07870555e+00 4.96557115e-02 -5.57574992e-02 1.64960916e-01 2.64401329e-02 -1.23274795e-01 1.23756468e+00 1.14073002e+00
2.2400 2.00029817e-07 7.64139999e-08 -2.95801104e-08 1.09389108e-07 1.03239754e-09 -5.44660880e-08 3.56252815e-07 3.02819125e-07 1.07120372e+00 6.41601521e-02 -7.61339781e-02 1.72415754e-01 2.12411355e-03 -1.33280084e-01 1.23164565e+00 1.10048968e+00
2.2500 1.98518276e-07 8.92186916e-08 -3.64929584e-08 1.14312600e-07 -9.48292752e-09 -5.85172581e-08 3.65556609e-07 2.97556424e-07 1.06312241e+00 7.49097043e-02 -9.39155010e-02 1.80187759e-01 -1.96638577e-02 -1.43197989e-01 1.22430438e+00 1.06144253e+00
2.2600 1.96855470e-07 9.59265708e-08 -4.20793074e-08 1.17520556e-07 -1.71662295e-08 -6.10456539e-08 3.68223289e-07 2.90011406e-07 1.05422537e+00 8.05403493e-02 -1.08281448e-01 1.85258146e-01 -3.55883842e-02 -1.49391728e-01 1.21174242e+00 1.02676230e+00
2.2700 1.95023258e-07 9.63347353e-08 -4.62020948e-08 1.18069335e-07 -2.14382512e-08 -6.11536238e-08 3.63225234e-07 2.80633359e-07 1.04441596e+00 8.08825088e-02 -1.18879674e-01 1.86135814e-01 -4.44465864e-02 -1.49663198e-01 1.19255461e+00 9.98444825e-01
2.2800 1.93049879e-07 9.14171709e-08 -4.88783828e-08 1.16067564e-07 -2.27226545e-08 -5.87022114e-08 3.51656232e-07 2.70231366e-07 1.03384689e+00 7.67546406e-02 -1.25754889e-01 1.82988706e-01 -4.71126840e-02 -1.43670531e-01 1.16783535e+00 9.77052132e-01
2.2900 1.91020260e-07 8.28449165e-08 -5.02481173e-08 1.12444698e-07 -2.21142596e-08 -5.42582961e-08 3.36061758e-07 2.59689202e-07 1.02297496e+00 6.95601328e-02 -1.29268156e-01 1.77279744e-01 -4.58518828e-02 -1.32799158e-01 1.14054668e+00 9.61895640e-01
2.3000 1.89069707e-07 7.24607703e-08 -5.05455184e-08 1.08510537e-07 -2.08891648e-08 -4.88554779e-08 3.19495496e-07 2.49750853e-07 1.01252672e+00 6.08461312e-02 -1.30023145e-01 1.71072964e-01 -4.33065187e-02 -1.19577082e-01 1.11442267e+00 9.51539071e-01
2.3100 1.87359638e-07 6.18777757e-08 -5.00748260e-08 1.05461625e-07 -2.00386705e-08 -4.36559691e-08 3.04624212e-07 2.40929572e-07 1.00336808e+00 5.19664474e-02 -1.28803592e-01 1.66255517e-01 -4.15310092e-02 -1.06847818e-01 1.09278646e+00 9.44407629e-01
2.3200 1.86040238e-07 5.22973372e-08 -4.91893448e-08 1.03988388e-07 -1.99799150e-08 -3.96207955e-08 2.93136618e-07 2.33535908e-07 9.96304064e-01 4.39290205e-02 -1.26519280e-01 1.63918070e-01 -4.13922167e-02 -9.69634706e-02 1.07763187e+00 9.39276187e-01
2.3300 1.85210012e-07 4.45461158e-08 -4.82711617e-08 1.04088182e-07 -2.05184323e-08 -3.72819323e-08 2.85573148e-07 2.27772783e-07 9.91862163e-01 3.74271607e-02 -1.24153774e-01 1.64059505e-01 -4.24910991e-02 -9.12270478e-02 1.06919506e+00 9.35476909e-01
2.3400 1.84884359e-07 3.92472384e-08 -4.77081099e-08 1.05114499e-07 -2.10426416e-08 -3.66696559e-08 2.81537986e-07 2.23825689e-07 9.90124331e-01 3.29835613e-02 -1.22705103e-01 1.65663736e-01 -4.35644920e-02 -8.97143971e-02 1.06606652e+00 9.32787636e-01
2.3500 1.84983585e-07 3.69999935e-08 -4.78645838e-08 1.06017673e-07 -2.08519724e-08 -3.73960559e-08 2.80136668e-07 2.21888639e-07 9.90663047e-01 3.11013342e-02 -1.23110663e-01 1.67078468e-01 -4.31637609e-02 -9.14781602e-02 1.06573219e+00 9.31090265e-01
2.3600 1.85345432e-07 3.84550030e-08 -4.90442385e-08 1.05680942e-07 -1.94843467e-08 -3.88484984e-08 2.80437138e-07 2.22104293e-07 9.92608747e-01 3.23271192e-02 -1.26151251e-01 1.66544472e-01 -4.03324994e-02 -9.50207682e-02 1.06532909e+00 9.29975819e-01
2.3700 1.85760018e-07 4.42300396e-08 -5.14459287e-08 1.03240454e-07 -1.69234049e-08 -4.04188847e-08 2.81784583e-07 2.24442294e-07 9.94837084e-01 3.71802220e-02 -1.32337744e-01 1.62699869e-01 -3.50356910e-02 -9.88551223e-02 1.06237943e+00 9.28488617e-01
2.3800 1.86018185e-07 5.46898689e-08 -5.51191571e-08 9.82986355e-08 -1.36209880e-08 -4.16925642e-08 2.83887532e-07 2.28573980e-07 9.96227817e-01 4.59674710e-02 -1.41796549e-01 1.54916635e-01 -2.82067547e-02 -1.01966718e-01 1.05531538e+00 9.25141902e-01
2.3900 1.85959977e-07 6.96800348e-08 -5.99302909e-08 9.09853381e-08 -1.03425432e-08 -4.25426879e-08 2.86695059e-07 2.33809828e-07 9.95924322e-01 5.85593911e-02 -1.54182784e-01 1.43397388e-01 -2.14281703e-02 -1.04044583e-01 1.04369832e+00 9.18225564e-01
2.4000 1.85509772e-07 8.83334520e-08 -6.55534303e-08 8.18726692e-08 -7.90510631e-09 -4.31122401e-08 2.90162463e-07 2.39145116e-07 9.93521474e-01 7.42276116e-02 -1.68656929e-01 1.29041659e-01 -1.63896691e-02 -1.05437546e-01 1.02813381e+00 9.06306599e-01
2.4100 1.84688424e-07 1.09049446e-07 -7.14977234e-08 7.17902764e-08 -6.90842430e-09 -4.37039151e-08 2.94030423e-07 2.43418084e-07 9.89130571e-01 9.16272558e-02 -1.83955254e-01 1.13155232e-01 -1.43319880e-02 -1.06885115e-01 1.00995780e+00 8.88740701e-01
2.4200 1.83599661e-07 1.29685707e-07 -7.71751275e-08 6.16073145e-08 -7.55186213e-09 -4.46252173e-08 2.97717555e-07 2.45540476e-07 9.83306447e-01 1.08958312e-01 -1.98564294e-01 9.71068320e-02 -1.56678830e-02 -1.09138804e-01 9.90807297e-01 8.66000610e-01
2.4300 1.82395487e-07 1.47927730e-07 -8.20004585e-08 5.20434721e-08 -9.58997762e-09 -4.60452024e-08 3.00366231e-07 2.44731051e-07 9.76862367e-01 1.24276185e-01 -2.10978361e-01 8.20304276e-02 -1.98898959e-02 -1.12611860e-01 9.72190618e-01 8.39688862e-01
2.4400 1.81231328e-07 1.61736536e-07 -8.55027690e-08 4.35503690e-08 -1.24258219e-08 -4.79093035e-08 3.01015463e-07 2.40680338e-07 9.70630052e-01 1.35868040e-01 -2.19986124e-01 6.86382582e-02 -2.57630419e-02 -1.17170966e-01 9.55150226e-01 8.12216218e-01
2.4500 1.80224124e-07 1.69747262e-07 -8.74186670e-08 3.62768081e-08 -1.52941896e-08 -4.99350819e-08 2.98829527e-07 2.33600256e-07 9.65235546e-01 1.42587799e-01 -2.24910640e-01 5.71658821e-02 -3.17036919e-02 -1.22125772e-01 9.40078587e-01 7.86249123e-01
2.4600 1.79425016e-07 1.71507676e-07 -8.77385336e-08 3.01071014e-08 -1.74634833e-08 -5.16836852e-08 2.93301260e-07 2.24154092e-07 9.60953080e-01 1.44056544e-01 -2.25728125e-01 4.74323181e-02 -3.61971458e-02 -1.26403509e-01 9.26713817e-01 7.64113162e-01
2.4700 1.78813213e-07 1.67499151e-07 -8.66874848e-08 2.47474581e-08 -1.83904681e-08 -5.26787835e-08 2.84372338e-07 2.13303086e-07 9.57672253e-01 1.40680014e-01 -2.23018784e-01 3.89759319e-02 -3.81179549e-02 -1.28839674e-01 9.14309415e-01 7.47351786e-01
2.4800 1.78310958e-07 1.58952017e-07 -8.46422153e-08 1.98323252e-08 -1.77912430e-08 -5.25335025e-08 2.72453085e-07 2.02128339e-07 9.54977956e-01 1.33493209e-01 -2.17752667e-01 3.12218103e-02 -3.68770911e-02 -1.28488274e-01 9.01940308e-01 7.36574943e-01
2.4900 1.77813246e-07 1.47526986e-07 -8.20067063e-08 1.50272438e-08 -1.56301110e-08 -5.10483558e-08 2.58360770e-07 1.91682304e-07 9.52309216e-01 1.23892414e-01 -2.10969740e-01 2.36437218e-02 -3.23993601e-02 -1.24861191e-01 8.88875611e-01 7.31615061e-01
2.5000 1.77222179e-07 1.34964269e-07 -7.90863661e-08 1.01120272e-08 -1.20593016e-08 -4.82566281e-08 2.43212110e-07 1.82896180e-07 9.49142762e-01 1.13340095e-01 -2.03455982e-01 1.58951379e-02 -2.49991316e-02 -1.18039137e-01 8.74922013e-01 7.31883744e-01
2.5100 1.76475404e-07 1.22794696e-07 -7.60045320e-08 5.03368868e-09 -7.35466037e-09 -4.44120718e-08 2.28299257e-07 1.76532525e-07 9.45145113e-01 1.03122001e-01 -1.95528581e-01 7.89264602e-03 -1.52476070e-02 -1.08641646e-01 8.60631179e-01 7.36741926e-01
2.5200 1.75561040e-07 1.12169655e-07 -7.26941419e-08 -7.86246981e-11 -1.88219554e-09 -3.99304383e-08 2.14957929e-07 1.73145295e-07 9.40252412e-01 9.42042669e-02 -1.87014587e-01 -1.60475965e-04 -3.90372061e-03 -9.76842799e-02 8.47281616e-01 7.45693615e-01
2.5300 1.74516429e-07 1.03816763e-07 -6.89729533e-08 -4.94256954e-09 3.89591921e-09 -3.53062430e-08 2.04417669e-07 1.73007345e-07 9.34663870e-01 8.71963677e-02 -1.77444571e-01 -7.81980167e-03 8.07358289e-03 -8.63753510e-02 8.36595865e-01 7.58294097e-01
2.5400 1.73413333e-07 9.80862757e-08 -6.46804346e-08 -9.19705873e-09 9.39681675e-09 -3.10274439e-08 1.97622115e-07 1.75991488e-07 9.28762803e-01 8.23904819e-02 -1.66404957e-01 -1.45170195e-02 1.94749876e-02 -7.59075501e-02 8.30231309e-01 7.73798746e-01
2.5500 1.72336043e-07 9.50340454e-08 -5.98288563e-08 -1.25149485e-08 1.39136539e-08 -2.75049518e-08 1.95026283e-07 1.81434986e-07 9.22999736e-01 7.98316450e-02 -1.53926851e-01 -1.97374470e-02 2.88345863e-02 -6.72857795e-02 8.29167083e-01 7.90715889e-01
2.5600 1.71360131e-07 9.44938548e-08 -5.47101059e-08 -1.47337068e-08 1.66722273e-08 -2.50248846e-08 1.96410173e-07 1.88057515e-07 9.17778881e-01 7.93789546e-02 -1.40760903e-01 -2.32258777e-02 3.45476699e-02 -6.12104711e-02 8.33171055e-01 8.06508254e-01
2.5700 1.70538164e-07 9.61173014e-08 -4.99089010e-08 -1.59709288e-08 1.69641907e-08 -2.37234595e-08 2.00775636e-07 1.94016367e-07 9.13381747e-01 8.07393714e-02 -1.28411289e-01 -2.51685402e-02 3.51469621e-02 -5.80160925e-02 8.40541289e-01 8.17672159e-01
2.5800 1.69895367e-07 9.93881731e-08 -4.62011435e-08 -1.66850524e-08 1.43387524e-08 -2.35802851e-08 2.06397344e-07 1.97155811e-07 9.09943785e-01 8.34798681e-02 -1.18874163e-01 -2.62886898e-02 2.96996862e-02 -5.76544902e-02 8.48260800e-01 8.20305996e-01
2.5900 1.69434281e-07 1.03635951e-07 -4.43549354e-08 -1.76471399e-08 8.80080987e-09 -2.44261171e-08 2.11068157e-07 1.95442849e-07 9.07479104e-01 8.70386055e-02 -1.14125664e-01 -2.78020473e-02 1.82176948e-02 -5.97134940e-02 8.52589998e-01 8.11094199e-01
2.6000 1.69144466e-07 1.08072202e-07 -4.48884812e-08 -1.98091795e-08 9.44806755e-10 -2.59641351e-08 2.12519008e-07 1.87499679e-07 9.05932089e-01 9.07551480e-02 -1.15499027e-01 -3.12091742e-02 1.93429433e-03 -6.34685754e-02 8.49979036e-01 7.88444755e-01
2.6100 1.69012067e-07 1.11856772e-07 -4.78606484e-08 -2.40845959e-08 -8.04045481e-09 -2.78065341e-08 2.08923595e-07 1.73076606e-07 9.05228430e-01 9.39256175e-02 -1.23145759e-01 -3.79495250e-02 -1.66862424e-02 -6.79720425e-02 8.38058763e-01 7.53400478e-01
2.6200 1.69025019e-07 1.14178743e-07 -5.27675583e-08 -3.10888772e-08 -1.65295530e-08 -2.95280307e-08 1.99347327e-07 1.53289743e-07 9.05302929e-01 9.58702900e-02 -1.35769623e-01 -4.89926892e-02 -3.42757506e-02 -7.21837611e-02 8.16410907e-01 7.09951395e-01
2.6300 1.69172100e-07 1.14323677e-07 -5.85911969e-08 -4.09110704e-08 -2.27663078e-08 -3.07337567e-08 1.83993510e-07 1.30493445e-07 9.06094609e-01 9.59897971e-02 -1.50751746e-01 -6.44783312e-02 -4.71958815e-02 -7.51372571e-02 7.86854329e-01 6.64521190e-01
2.6400 1.69437003e-07 1.11702708e-07 -6.40011767e-08 -5.29903528e-08 -2.52539239e-08 -3.11321786e-08 1.64148182e-07 1.07762079e-07 9.07515299e-01 9.37894888e-02 -1.64669719e-01 -8.35217720e-02 -5.23462088e-02 -7.61182829e-02 7.53113297e-01 6.24648806e-01
2.6500 1.69790860e-07 1.05840509e-07 -6.76623693e-08 -6.61513737e-08 -2.31313363e-08 -3.05971757e-08 1.41817627e-07 8.80891147e-08 9.09409956e-01 8.88694379e-02 -1.74089017e-01 -1.04269819e-01 -4.79436442e-02 -7.48169693e-02 7.19920558e-01 5.97159945e-01
2.6600 1.70187388e-07 9.63476847e-08 -6.85650445e-08 -7.88109306e-08 -1.64310653e-08 -2.92007993e-08 1.19159098e-07 7.35272334e-08 9.11530955e-01 8.09015090e-02 -1.76412278e-01 -1.24226620e-01 -3.40563795e-02 -7.14082837e-02 6.91793567e-01 5.86328904e-01
2.6700 1.70563871e-07 8.29231326e-08 -6.62828258e-08 -8.93178895e-08 -6.13876591e-09 -2.72020356e-08 9.78862884e-08 6.45454869e-08 9.13543397e-01 6.96316523e-02 -1.70542816e-01 -1.40789495e-01 -1.27271016e-02 -6.65247978e-02 6.71842739e-01 5.92590839e-01
2.6800 1.70848928e-07 6.54294242e-08 -6.10818846e-08 -9.63437925e-08 5.97505951e-09 -2.49872458e-08 7.88526752e-08 5.98404890e-08 9.15066500e-01 5.49434872e-02 -1.57165429e-01 -1.51864608e-01 1.23756743e-02 -6.11111272e-02 6.60979950e-01 6.12244497e-01
2.6900 1.70975398e-07 4.40546326e-08 -5.38474099e-08 -9.92185749e-08 1.77193740e-08 -2.29722820e-08 6.19640457e-08 5.67111377e-08 9.15742160e-01 3.69943909e-02 -1.38557139e-01 -1.56396076e-01 3.67122839e-02 -5.61844800e-02 6.57783337e-01 6.38311141e-01
2.7000 1.70894654e-07 1.95255647e-08 -4.58473882e-08 -9.81136720e-08 2.69567479e-08 -2.14899301e-08 4.64591589e-08 5.19259767e-08 9.15311124e-01 1.63946266e-02 -1.17979465e-01 -1.54654510e-01 5.58541108e-02 -5.25591940e-02 6.59071775e-01 6.62366692e-01
2.7100 1.70588010e-07 -6.71065583e-09 -3.84020511e-08 -9.40134357e-08 3.20698479e-08 -2.06942097e-08 3.14618676e-08 4.28375058e-08 9.13673633e-01 -5.64022979e-03 -9.88281177e-02 -1.48191887e-01 6.64499949e-02 -5.06124509e-02 6.61013399e-01 6.76850943e-01
2.7200 1.70071713e-07 -3.24440033e-08 -3.25545779e-08 -8.84749193e-08 3.23038570e-08 -2.05115231e-08 1.65982129e-08 2.83905468e-08 9.10916016e-01 -2.72536767e-02 -8.37859908e-02 -1.39462841e-01 6.69357125e-02 -5.01646000e-02 6.60413508e-01 6.77184620e-01
2.7300 1.69394069e-07 -5.48885960e-08 -2.88361960e-08 -8.32381299e-08 2.79014633e-08 -2.06570212e-08 2.43114695e-09 9.67558904e-09 9.07295422e-01 -4.61055498e-02 -7.42190688e-02 -1.31210289e-01 5.78138116e-02 -5.05190793e-02 6.55760514e-01 6.63055246e-01
2.7400 1.68625627e-07 -7.11294193e-08 -2.71877364e-08 -7.97943465e-08 2.00023989e-08 -2.07157028e-08 -9.48587515e-09 -1.01991791e-08 9.03187720e-01 -5.97473389e-02 -6.99748139e-02 -1.25784967e-01 4.14456792e-02 -5.06607844e-02 6.47680601e-01 6.38465496e-01
2.7500 1.67845335e-07 -7.87693072e-08 -2.70502992e-08 -7.90341427e-08 1.03411843e-08 -2.02673601e-08 -1.70084139e-08 -2.69345897e-08 8.99013947e-01 -6.61656241e-02 -6.96155417e-02 -1.24590614e-01 2.14254748e-02 -4.95617800e-02 6.38642167e-01 6.10505861e-01
2.7600 1.67126415e-07 -7.66277468e-08 -2.75860748e-08 -8.10740281e-08 8.27424927e-10 -1.90192119e-08 -1.81614344e-08 -3.63532214e-08 8.95165251e-01 -6.43689583e-02 -7.09865237e-02 -1.27810714e-01 1.71058453e-03 -4.65058683e-02 6.31999055e-01 5.87203772e-01
2.7700 1.66525333e-07 -6.52883843e-08 -2.79530538e-08 -8.53074454e-08 -6.88091711e-09 -1.69053892e-08 -1.20235507e-08 -3.58098570e-08 8.91944184e-01 -5.48476259e-02 -7.19225982e-02 -1.34488869e-01 -1.42626573e-02 -4.13320685e-02 6.30685091e-01 5.75090365e-01
