# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 412 169744
205000 425 180625
210000 411 168921
215000 420 176400
220000 401 160801
225000 386 148996
230000 393 154449
235000 393 154449
240000 397 157609
245000 400 160000
250000 404 163216
255000 369 136161
260000 386 148996
265000 382 145924
270000 373 139129
275000 384 147456
280000 389 151321
285000 410 168100
290000 405 164025
295000 412 169744
300000 409 167281
305000 397 157609
310000 402 161604
315000 414 171396
320000 401 160801
325000 434 188356
330000 417 173889
335000 433 187489
340000 428 183184
345000 409 167281
350000 402 161604
355000 395 156025
360000 401 160801
365000 401 160801
370000 397 157609
375000 389 151321
380000 396 156816
385000 395 156025
390000 405 164025
395000 418 174724
400000 404 163216
405000 394 155236
410000 392 153664
415000 385 148225
420000 412 169744
425000 408 166464
430000 414 171396
435000 406 164836
440000 420 176400
445000 423 178929
450000 423 178929
455000 408 166464
460000 399 159201
465000 393 154449
470000 397 157609
475000 399 159201
480000 404 163216
485000 397 157609
490000 395 156025
495000 398 158404
500000 388 150544
505000 400 160000
510000 388 150544
515000 379 143641
520000 381 145161
525000 416 173056
530000 399 159201
535000 390 152100
540000 388 150544
545000 390 152100
550000 388 150544
555000 400 160000
560000 428 183184
565000 406 164836
570000 426 181476
575000 429 184041
580000 440 193600
585000 429 184041
590000 402 161604
595000 415 172225
600000 403 162409
605000 381 145161
610000 398 158404
615000 390 152100
620000 377 142129
625000 367 134689
630000 373 139129
635000 387 149769
640000 390 152100
645000 387 149769
650000 391 152881
655000 398 158404
660000 415 172225
665000 379 143641
670000 383 146689
675000 393 154449
680000 396 156816
685000 401 160801
690000 390 152100
695000 401 160801
700000 398 158404
705000 410 168100
710000 424 179776
715000 423 178929
720000 428 183184
725000 412 169744
730000 406 164836
735000 424 179776
740000 407 165649
745000 408 166464
750000 400 160000
755000 425 180625
760000 407 165649
765000 411 168921
770000 410 168100
775000 401 160801
780000 407 165649
785000 398 158404
790000 419 175561
795000 422 178084
800000 427 182329
805000 426 181476
810000 433 187489
815000 409 167281
820000 398 158404
825000 398 158404
830000 387 149769
835000 399 159201
840000 395 156025
845000 411 168921
850000 402 161604
855000 409 167281
860000 403 162409
865000 398 158404
870000 392 153664
875000 400 160000
880000 404 163216
885000 413 170569
890000 396 156816
895000 400 160000
900000 395 156025
905000 413 170569
910000 390 152100
915000 409 167281
920000 417 173889
925000 403 162409
930000 408 166464
935000 403 162409
940000 414 171396
945000 407 165649
950000 408 166464
955000 414 171396
960000 395 156025
965000 411 168921
970000 411 168921
975000 403 162409
980000 420 176400
985000 418 174724
990000 417 173889
995000 410 168100
1000000 416 173056
