# Time-averaged data for fix fN
# TimeStep v_NAr v_NAr2
200000 428 183184
205000 429 184041
210000 443 196249
215000 441 194481
220000 460 211600
225000 437 190969
230000 455 207025
235000 446 198916
240000 467 218089
245000 445 198025
250000 443 196249
255000 459 210681
260000 475 225625
265000 468 219024
270000 452 204304
275000 435 189225
280000 450 202500
285000 455 207025
290000 445 198025
295000 469 219961
300000 455 207025
305000 454 206116
310000 424 179776
315000 447 199809
320000 430 184900
325000 436 190096
330000 452 204304
335000 456 207936
340000 442 195364
345000 438 191844
350000 446 198916
355000 440 193600
360000 452 204304
365000 448 200704
370000 440 193600
375000 458 209764
380000 441 194481
385000 448 200704
390000 458 209764
395000 451 203401
400000 462 213444
405000 474 224676
410000 448 200704
415000 456 207936
420000 446 198916
425000 461 212521
430000 441 194481
435000 441 194481
440000 430 184900
445000 445 198025
450000 450 202500
455000 433 187489
460000 439 192721
465000 464 215296
470000 459 210681
475000 449 201601
480000 454 206116
485000 456 207936
490000 466 217156
495000 470 220900
500000 478 228484
505000 469 219961
510000 452 204304
515000 438 191844
520000 433 187489
525000 440 193600
530000 416 173056
535000 437 190969
540000 432 186624
545000 418 174724
550000 422 178084
555000 436 190096
560000 432 186624
565000 445 198025
570000 453 205209
575000 442 195364
580000 432 186624
585000 435 189225
590000 421 177241
595000 396 156816
600000 411 168921
605000 432 186624
610000 447 199809
615000 462 213444
620000 460 211600
625000 447 199809
630000 439 192721
635000 428 183184
640000 421 177241
645000 442 195364
650000 446 198916
655000 451 203401
660000 437 190969
665000 458 209764
670000 458 209764
675000 447 199809
680000 451 203401
685000 451 203401
690000 456 207936
695000 450 202500
700000 435 189225
705000 431 185761
710000 419 175561
715000 429 184041
720000 441 194481
725000 430 184900
730000 427 182329
735000 419 175561
740000 433 187489
745000 451 203401
750000 448 200704
755000 450 202500
760000 442 195364
765000 444 197136
770000 438 191844
775000 441 194481
780000 440 193600
785000 430 184900
790000 457 208849
795000 441 194481
800000 455 207025
805000 455 207025
810000 462 213444
815000 460 211600
820000 448 200704
825000 458 209764
830000 452 204304
835000 443 196249
840000 442 195364
845000 448 200704
850000 456 207936
855000 442 195364
860000 442 195364
865000 451 203401
870000 459 210681
875000 453 205209
880000 449 201601
885000 466 217156
890000 447 199809
895000 464 215296
900000 453 205209
905000 460 211600
910000 463 214369
915000 461 212521
920000 449 201601
925000 454 206116
930000 449 201601
935000 438 191844
940000 433 187489
945000 428 183184
950000 415 172225
955000 441 194481
960000 422 178084
965000 446 198916
970000 416 173056
975000 410 168100
980000 410 168100
985000 427 182329
990000 436 190096
995000 420 176400
1000000 449 201601
